Delivery_person_Age,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),Daytime,Time_Difference_Minutes,Order_Hour,Order_Minute,Picked_Hour,Picked_Minute,onground_dist(KM)
24,4.2,12.979096,77.640625,13.109096,77.770625,Cloudy,Medium,2,Drinks,scooter,1,No,Metropolitian,35,evening,15,18,30,18,45,24.1
28,4.9,22.744648,75.894377,22.824648,75.974377,Sunny,Jam,0,Snack,motorcycle,1,No,Metropolitian,25,evening,10,19,25,19,35,17.6
35,4.8,19.874103,75.368419,19.904103,75.398419,Windy,Medium,2,Buffet,scooter,1,No,Metropolitian,29,evening,10,17,10,17,20,6.1
25,4.5,22.577821,88.400581,22.657821,88.480581,Sandstorms,Low,0,Buffet,motorcycle,1,No,Metropolitian,20,night,15,23,15,23,30,20.6
28,4.7,12.337978,76.616792,12.447978,76.726792,Fog,Low,1,Meal,scooter,1,No,Metropolitian,25,night,10,23,35,23,45,24.3
28,4.5,26.911927,75.797282,26.981927,75.867282,Sunny,Medium,2,Buffet,scooter,1,No,Urban,16,evening,5,18,50,18,55,14.2
20,3.9,30.890184,75.829615,30.950184,75.889615,Sunny,Jam,0,Buffet,motorcycle,1,No,Metropolitian,54,evening,5,20,40,20,45,13.5
35,4.8,10.994136,76.963303,11.084136,77.053303,Cloudy,Jam,2,Buffet,motorcycle,1,No,Metropolitian,43,evening,15,20,25,20,40,19.5
20,4.7,22.514119,88.362504,22.594119,88.442504,Sunny,Low,0,Drinks,motorcycle,1,No,Urban,28,night,15,22,30,22,45,18
29,5,22.311844,73.165081,22.341844,73.195081,Sandstorms,Jam,0,Snack,motorcycle,1,No,Urban,20,evening,15,20,40,20,55,7.5
33,5,22.728163,75.884212,22.818163,75.974212,Sunny,Medium,1,Meal,scooter,1,No,Metropolitian,25,evening,15,17,40,17,55,21.7
24,4.8,11.003669,76.976494,11.113669,77.086494,Sunny,Jam,2,Drinks,motorcycle,0,No,Metropolitian,16,night,10,21,15,21,25,22.6
25,4.8,18.994049,72.825203,19.054049,72.885203,Fog,Medium,0,Drinks,motorcycle,0,No,Metropolitian,22,evening,15,17,20,17,35,11.1
31,4.4,18.563934,73.915367,18.693935,74.045367,Cloudy,Low,1,Buffet,scooter,1,No,Metropolitian,37,night,5,22,20,22,25,26.4
22,4.6,30.359722,78.067079,30.469722,78.177079,Sunny,Jam,0,Snack,motorcycle,0,No,Urban,15,night,15,21,30,21,45,47.5
34,3.8,21.186884,72.793616,21.296884,72.903616,Cloudy,Low,1,Meal,scooter,1,No,Metropolitian,39,night,15,22,15,22,30,21.8
20,4.8,13.058616,80.264151,13.148616,80.354151,Sunny,Low,2,Snack,scooter,1,No,Metropolitian,28,night,5,22,40,22,45,17.9
20,3.5,22.308096,73.167753,22.338096,73.197753,Sunny,Jam,0,Buffet,motorcycle,3,Yes,Semi-Urban,50,night,15,21,55,22,10,7.6
30,4.2,11.025083,77.015393,11.105083,77.095393,Cloudy,Jam,2,Meal,scooter,2,No,Metropolitian,49,evening,10,19,20,19,30,17
35,4,25.457687,81.835585,25.567687,81.945585,Fog,Jam,1,Snack,scooter,1,No,Metropolitian,35,night,15,21,35,21,50,33.9
28,4.8,11.006686,76.951736,11.016686,76.961736,Windy,Low,1,Snack,scooter,1,No,Metropolitian,18,morning,15,9,35,9,50,2.7
22,5,22.732225,75.874765,22.782225,75.924765,Sunny,Jam,2,Meal,scooter,0,No,Urban,11,evening,5,20,35,20,40,12.2
23,4.8,11.026117,76.944652,11.096117,77.014652,Cloudy,Jam,2,Drinks,motorcycle,1,No,Urban,33,evening,10,20,35,20,45,15.5
22,4.9,18.520016,73.830547,18.540016,73.850547,Fog,Low,2,Meal,scooter,0,No,Metropolitian,16,morning,15,8,35,8,50,4.2
30,4.7,22.761593,75.886362,22.771593,75.896362,Fog,High,0,Snack,motorcycle,1,No,Metropolitian,26,morning,15,11,15,11,30,2.6
20,4.8,22.310237,73.158921,22.350237,73.198921,Stormy,Medium,0,Snack,motorcycle,1,No,Urban,14,afternoon,10,16,15,16,25,9.8
20,5,21.170798,72.790489,21.250798,72.870489,Windy,Jam,0,Meal,motorcycle,1,No,Metropolitian,36,evening,15,20,35,20,50,16.2
27,4.7,23.374878,85.335739,23.394878,85.355739,Sandstorms,Low,2,Meal,scooter,0,No,Metropolitian,11,morning,10,8,20,8,30,5.7
35,4.8,26.902328,75.794257,26.922328,75.814257,Stormy,Low,2,Buffet,electric_scooter,0,No,Metropolitian,27,morning,15,9,15,9,30,4.1
24,4.8,18.546258,73.904337,18.676258,74.034337,Windy,Jam,1,Meal,motorcycle,1,No,Metropolitian,26,evening,10,19,55,20,5,29.1
25,4.9,23.233219,77.433571,23.293219,77.493571,Sunny,Medium,0,Snack,motorcycle,0,No,Metropolitian,17,evening,15,18,15,18,30,17.2
28,4.8,18.536562,73.896485,18.576562,73.936485,Fog,Medium,1,Meal,motorcycle,0,No,Metropolitian,14,afternoon,15,16,35,16,50,11.3
31,4.9,12.981615,80.231598,13.041615,80.291598,Fog,Low,0,Snack,motorcycle,1,No,Metropolitian,29,night,15,23,40,23,55,34.9
31,4.8,12.972532,77.608179,13.062532,77.698179,Windy,Medium,2,Drinks,scooter,0,No,Metropolitian,21,evening,5,17,10,17,15,19.4
39,4.6,23.184992,77.417227,23.294992,77.527227,Sunny,Medium,1,Buffet,scooter,1,No,Metropolitian,18,evening,15,18,25,18,40,24
26,4.8,26.892312,75.806896,26.922313,75.836896,Fog,Medium,0,Drinks,motorcycle,1,No,Urban,21,evening,10,18,35,18,45,6.7
35,4.4,23.359407,85.325055,23.409407,85.375055,Sandstorms,Medium,2,Buffet,motorcycle,1,No,Urban,32,evening,5,18,30,18,35,9.7
25,4.9,26.911927,75.797282,27.041927,75.927282,Sandstorms,Medium,2,Drinks,electric_scooter,1,No,Urban,27,evening,10,17,45,17,55,29
20,4.5,18.636215,73.751081,18.676215,73.791081,Sandstorms,High,0,Drinks,motorcycle,1,No,Metropolitian,21,afternoon,15,13,20,13,35,11.7
30,4.8,22.551084,88.354127,22.561084,88.364127,Sandstorms,Low,2,Drinks,electric_scooter,1,No,Metropolitian,28,morning,5,10,20,10,25,2.9
23,5,11.021278,76.995017,11.111278,77.085017,Fog,Medium,2,Buffet,scooter,0,No,Urban,34,evening,15,17,20,17,35,18.7
36,4.5,30.899992,75.831338,30.969992,75.901338,Windy,Low,1,Snack,motorcycle,1,No,Metropolitian,18,night,10,22,10,22,20,15.3
28,4.9,12.933284,77.615428,12.983284,77.665428,Windy,Medium,0,Meal,motorcycle,1,No,Metropolitian,13,evening,10,17,45,17,55,12.8
38,4.9,17.428294,78.404423,17.488294,78.464423,Sandstorms,Medium,1,Snack,motorcycle,1,No,Metropolitian,31,evening,15,18,40,18,55,21.7
35,4.8,12.337978,76.616792,12.467978,76.746792,Fog,Jam,2,Meal,scooter,1,No,Metropolitian,42,evening,15,19,55,20,10,25
33,4.8,22.526461,88.364453,22.586461,88.424453,Sunny,Low,0,Snack,motorcycle,1,No,Urban,21,night,10,22,20,22,30,12.7
27,4.6,12.981615,80.231598,13.021615,80.271598,Cloudy,Medium,0,Snack,motorcycle,1,No,Metropolitian,22,afternoon,5,15,50,15,55,9.7
23,5,12.949934,77.699386,13.019934,77.769386,Windy,Jam,2,Snack,electric_scooter,1,No,Metropolitian,27,night,10,21,55,22,5,17.6
38,4.8,23.351058,85.325731,23.411058,85.385731,Sunny,Low,2,Buffet,motorcycle,1,No,Metropolitian,17,night,5,23,10,23,15,11.9
38,4.8,19.221315,72.862381,19.281315,72.922381,Cloudy,Jam,0,Drinks,motorcycle,0,No,Metropolitian,27,evening,10,20,25,20,35,13.2
31,4.4,17.455894,78.375467,17.525894,78.445467,Stormy,Jam,0,Meal,motorcycle,1,Yes,Metropolitian,53,evening,5,19,35,19,40,22.7
23,4.9,18.636215,73.751081,18.706215,73.821081,Cloudy,Medium,2,Snack,motorcycle,2,No,Metropolitian,36,evening,5,18,25,18,30,25
25,4.1,11.022169,76.999594,11.082169,77.059594,Windy,Low,0,Buffet,motorcycle,1,No,Metropolitian,28,night,10,22,10,22,20,13.5
36,4.6,22.751857,75.866699,22.831857,75.946699,Sunny,Jam,0,Drinks,motorcycle,1,No,Urban,30,night,5,21,10,21,15,
35,4.1,19.876219,75.346017,19.896219,75.366017,Stormy,Low,0,Meal,motorcycle,1,No,Metropolitian,32,morning,10,10,15,10,25,6
31,4.8,12.304569,76.643622,12.344569,76.683622,Stormy,High,1,Meal,scooter,1,No,Metropolitian,26,afternoon,5,14,40,14,45,10.3
30,5,19.880256,75.323503,19.930256,75.373503,Cloudy,Low,2,Meal,scooter,1,No,Urban,19,night,10,23,15,23,25,14.5
39,4.9,17.430448,78.418213,17.450448,78.438213,Sunny,Low,0,Meal,motorcycle,0,No,Metropolitian,25,morning,5,10,50,10,55,5.7
34,4.3,23.359194,85.325447,23.389194,85.355447,Windy,Medium,0,Meal,motorcycle,1,No,Metropolitian,36,evening,5,17,25,17,30,7.9
36,4.8,22.311358,73.164798,22.331358,73.184798,Windy,Low,1,Buffet,motorcycle,0,No,Metropolitian,29,morning,15,8,50,9,5,3.7
30,4.9,17.429585,78.392621,17.489585,78.452621,Sunny,Jam,1,Drinks,motorcycle,1,No,Metropolitian,24,evening,5,19,45,19,50,17.8
24,4.7,21.173343,72.792731,21.233343,72.852731,Windy,Low,1,Meal,scooter,0,No,Metropolitian,10,night,5,23,30,23,35,11.9
37,4.8,13.086438,80.220672,13.106438,80.240672,Sunny,Low,1,Drinks,motorcycle,1,No,Metropolitian,18,morning,10,8,25,8,35,5.8
30,4.8,21.157735,72.768778,21.237735,72.848778,Stormy,Low,1,Drinks,motorcycle,1,No,Metropolitian,16,night,5,23,25,23,30,17.1
25,4.8,12.934365,77.616155,12.984365,77.666155,Sunny,Low,1,Drinks,motorcycle,0,No,Metropolitian,22,night,15,22,30,22,45,12.8
30,5,22.310329,73.169083,22.320329,73.179083,Sandstorms,Low,2,Drinks,scooter,0,No,Metropolitian,25,morning,15,8,20,8,35,3.6
37,4.7,15.561295,73.749478,15.581295,73.769478,Fog,Low,0,Meal,motorcycle,0,No,Metropolitian,20,morning,5,8,35,8,40,4.9
39,4.7,30.319528,78.040267,30.339528,78.060267,Fog,Low,0,Buffet,motorcycle,1,No,Metropolitian,24,morning,10,9,45,9,55,4.6
21,4.9,22.761593,75.886362,22.841593,75.966362,Sunny,Medium,2,Snack,motorcycle,0,No,Metropolitian,19,evening,5,18,50,18,55,16.9
38,4.9,26.921411,75.793604,26.961411,75.833604,Sandstorms,High,2,Snack,scooter,0,No,Metropolitian,25,afternoon,5,14,30,14,35,15.4
35,4.9,27.195928,77.998092,27.325928,78.128092,Fog,Medium,0,Meal,motorcycle,2,No,Urban,36,evening,10,17,30,17,40,31.9
25,4.8,21.173493,72.801953,21.213493,72.841953,Windy,Medium,2,Buffet,scooter,1,No,Metropolitian,28,afternoon,10,15,45,15,55,9.3
38,5,13.066762,80.251865,13.096762,80.281865,Sandstorms,Medium,0,Meal,motorcycle,1,No,Metropolitian,32,evening,10,17,10,17,20,7.2
39,4.9,12.970324,77.645748,13.030324,77.705748,Windy,Jam,2,Buffet,motorcycle,1,No,Metropolitian,30,evening,15,19,15,19,30,12.3
21,4.9,26.911927,75.797282,26.941927,75.827282,Windy,Medium,0,Meal,motorcycle,0,No,Metropolitian,15,evening,10,17,55,18,5,6.3
20,4.5,23.357804,85.325146,23.397804,85.365146,Sunny,High,0,Drinks,motorcycle,1,No,Metropolitian,51,afternoon,15,13,20,13,35,9.3
26,4.6,19.876219,75.346017,19.886219,75.356017,Fog,High,1,Buffet,motorcycle,0,No,Metropolitian,22,morning,5,11,30,11,35,4.7
32,5,18.994237,72.825553,19.124237,72.955553,Sandstorms,Jam,1,Meal,scooter,0,No,Metropolitian,25,night,15,21,10,21,25,38
23,4.9,21.175104,72.804342,21.195104,72.824342,Sunny,Low,0,Snack,motorcycle,0,No,Urban,10,morning,15,9,40,9,55,4.7
26,4.9,18.536562,73.896485,18.586562,73.946485,Cloudy,Jam,2,Meal,scooter,1,No,Metropolitian,25,evening,5,19,20,19,25,16.8
37,4.7,18.546947,73.900626,18.596947,73.950626,Windy,Medium,2,Meal,scooter,0,No,Metropolitian,25,evening,15,18,20,18,35,13.2
28,4.6,12.304569,76.643622,12.354569,76.693622,Cloudy,Medium,0,Drinks,motorcycle,0,No,Metropolitian,27,evening,5,18,30,18,35,16
33,4.7,22.725748,75.898497,22.835748,76.008497,Sandstorms,Jam,1,Meal,motorcycle,1,No,Metropolitian,25,evening,10,20,20,20,30,23.4
32,4.6,26.905287,75.794592,26.935287,75.824592,Cloudy,Low,0,Snack,motorcycle,1,No,Metropolitian,24,night,15,23,35,23,50,6.1
36,4.9,15.496162,73.825364,15.526162,73.855364,Fog,Low,1,Snack,motorcycle,0,No,Metropolitian,15,night,15,22,35,22,50,8
31,4.8,26.921411,75.793604,26.931411,75.803604,Fog,Low,1,Buffet,motorcycle,0,No,Metropolitian,19,morning,10,10,40,10,50,2.5
21,4.9,18.546258,73.904337,18.606258,73.964337,Fog,Medium,1,Buffet,motorcycle,1,No,Metropolitian,18,evening,5,18,25,18,30,15.5
36,4.9,11.003681,76.975525,11.073681,77.045525,Windy,Low,0,Buffet,motorcycle,1,No,Metropolitian,23,night,5,22,20,22,25,15.4
34,4.5,13.058616,80.264151,13.108616,80.314151,Windy,Jam,2,Snack,motorcycle,0,No,Metropolitian,26,evening,10,20,40,20,50,13.3
39,4.7,26.914142,75.805704,26.984142,75.875704,Sunny,Jam,1,Meal,scooter,1,No,Metropolitian,19,evening,10,19,55,20,5,14.8
33,4.7,12.337928,76.617889,12.347928,76.627889,Sunny,Low,1,Buffet,scooter,1,No,Urban,10,morning,10,9,15,9,25,3.1
27,4.5,23.355164,85.324097,23.365164,85.334097,Cloudy,High,0,Drinks,motorcycle,1,No,Urban,20,morning,15,11,15,11,30,3.2
37,4.8,22.569358,88.433452,22.619358,88.483452,Stormy,Jam,2,Buffet,electric_scooter,1,No,Metropolitian,28,night,5,21,35,21,40,11.9
21,4.7,22.753839,75.897429,22.863838,76.007429,Sandstorms,Low,2,Meal,scooter,0,No,Metropolitian,15,night,15,22,50,23,5,32.1
28,4.3,11.006686,76.951736,11.016686,76.961736,Stormy,Low,0,Snack,motorcycle,0,No,Metropolitian,21,morning,15,10,35,10,50,2.7
26,3.9,22.761226,75.887522,22.791226,75.917522,Sunny,Jam,0,Meal,motorcycle,0,No,Metropolitian,46,evening,5,20,35,20,40,7.3
39,4.7,17.433809,78.386744,17.473809,78.426744,Fog,Medium,2,Snack,scooter,0,No,Metropolitian,18,afternoon,10,16,45,16,55,14.1
27,4.8,23.232537,77.429845,23.242537,77.439845,Fog,Low,1,Meal,motorcycle,0,No,Urban,10,morning,5,9,10,9,15,3.2
38,4.7,15.496162,73.825364,15.526162,73.855364,Sunny,Medium,0,Drinks,motorcycle,1,No,Metropolitian,29,evening,5,17,40,17,45,8
25,5,23.351058,85.325731,23.421058,85.395731,Fog,Jam,1,Buffet,motorcycle,1,No,Metropolitian,35,evening,15,19,35,19,50,14.7
31,4.7,17.430448,78.418213,17.470448,78.458213,Cloudy,Medium,1,Drinks,motorcycle,1,No,Urban,17,evening,10,16,55,17,5,12.7
22,4.6,18.520016,73.830547,18.530016,73.840547,Sunny,Low,0,Drinks,motorcycle,0,No,Metropolitian,16,morning,10,9,20,9,30,2.9
27,4.8,22.311603,73.165012,22.441603,73.295012,Fog,Low,1,Buffet,motorcycle,1,No,Metropolitian,22,night,15,22,20,22,35,24.4
29,4.5,12.972793,80.249982,13.102793,80.379982,Windy,Low,0,Buffet,motorcycle,0,No,Urban,17,night,15,23,35,23,50,31.6
27,4.2,19.178321,72.834715,19.228321,72.884715,Sandstorms,Low,0,Meal,motorcycle,1,No,Urban,18,night,15,23,30,23,45,12.6
35,5,12.975377,77.696664,12.985377,77.706664,Stormy,High,0,Snack,motorcycle,1,No,Metropolitian,43,morning,10,11,15,11,25,4.8
34,4.5,17.431668,78.408321,17.521668,78.498321,Stormy,Medium,2,Drinks,electric_scooter,1,No,Metropolitian,23,evening,15,17,55,18,10,23.7
28,4.9,26.902908,75.792934,26.932908,75.822934,Sandstorms,Medium,2,Buffet,motorcycle,1,No,Metropolitian,27,evening,10,18,55,19,5,6.4
25,4.2,22.745049,75.892471,22.765049,75.912471,Windy,Low,0,Buffet,motorcycle,1,No,Metropolitian,29,morning,5,8,20,8,25,5.2
36,4.7,17.440827,78.393391,17.460827,78.413391,Windy,High,2,Drinks,motorcycle,1,No,Urban,25,afternoon,15,11,50,12,5,6.1
22,5,12.934179,77.615797,13.064179,77.745797,Sunny,Jam,0,Snack,motorcycle,2,No,Metropolitian,34,night,15,21,10,21,25,31.8
39,4.9,11.016298,76.972076,11.086298,77.042076,Windy,Jam,2,Buffet,scooter,1,No,Metropolitian,29,night,15,21,30,21,45,16.3
34,4.7,10.000706,76.349516,10.060706,76.409516,Fog,Jam,1,Snack,motorcycle,1,No,Metropolitian,34,night,10,21,25,21,35,14.4
33,4.8,25.454697,81.834492,25.474697,81.854492,Stormy,Low,1,Meal,scooter,1,No,Metropolitian,28,morning,10,9,30,9,40,3.6
31,4.6,12.297954,76.665169,12.347954,76.715169,Sandstorms,Medium,0,Snack,motorcycle,1,No,Urban,26,evening,5,18,45,18,50,12
29,4.7,26.905287,75.794592,27.035287,75.924592,Sandstorms,Medium,1,Meal,scooter,0,No,Metropolitian,23,evening,10,18,55,19,5,29.1
32,3.8,21.186608,72.794136,21.296608,72.904136,Windy,Jam,2,Drinks,motorcycle,0,No,Metropolitian,31,evening,5,19,35,19,40,22
29,4,18.636215,73.751081,18.716215,73.831081,Stormy,Jam,0,Meal,motorcycle,1,No,Urban,33,night,10,21,20,21,30,24
39,4.7,22.727021,75.884167,22.737021,75.894167,Fog,Low,2,Snack,electric_scooter,1,No,Metropolitian,16,morning,5,8,25,8,30,3
20,4.9,17.429585,78.392621,17.449585,78.412621,Windy,High,0,Snack,motorcycle,1,No,Metropolitian,16,morning,5,11,35,11,40,6
22,4.9,19.055831,72.833984,19.165831,72.943984,Cloudy,Low,0,Buffet,motorcycle,1,No,Metropolitian,22,night,15,23,20,23,35,24.2
34,4.8,23.353783,85.326967,23.423783,85.396967,Fog,Low,2,Meal,motorcycle,0,No,Metropolitian,28,night,10,23,10,23,20,16.3
25,4.9,13.086438,80.220672,13.136439,80.270672,Windy,Medium,2,Meal,scooter,1,No,Metropolitian,29,evening,5,17,10,17,15,12
35,4.8,22.311358,73.164798,22.371358,73.224798,Fog,Jam,1,Drinks,motorcycle,1,No,Metropolitian,30,evening,10,19,10,19,20,16.7
24,4.5,19.178321,72.834715,19.238321,72.894715,Fog,Low,0,Meal,motorcycle,0,No,Metropolitian,24,night,5,23,40,23,45,12.8
37,5,13.026286,80.275235,13.096286,80.345235,Sandstorms,Medium,2,Meal,scooter,1,No,Urban,29,evening,15,17,25,17,40,18
27,4.4,19.103249,72.846749,19.173249,72.916749,Stormy,Medium,0,Buffet,motorcycle,1,No,Metropolitian,33,evening,5,17,30,17,35,22.3
27,4.1,21.173493,72.801953,21.243493,72.871953,Fog,Jam,2,Snack,motorcycle,0,No,Metropolitian,44,evening,5,19,40,19,45,14.9
38,4.8,12.978453,77.643685,12.998453,77.663685,Windy,Low,2,Buffet,electric_scooter,0,No,Metropolitian,27,morning,10,10,35,10,45,4.9
37,4.1,22.308096,73.167753,22.378096,73.237753,Sunny,Medium,0,Buffet,motorcycle,2,No,Metropolitian,38,evening,15,18,30,18,45,19.1
35,4.6,12.913041,77.683237,13.003041,77.773237,Sandstorms,Medium,0,Drinks,motorcycle,0,No,Metropolitian,37,evening,10,18,10,18,20,26.4
25,4.9,23.351489,85.324253,23.391489,85.364253,Windy,High,2,Snack,scooter,1,No,Metropolitian,20,afternoon,10,12,55,13,5,8.1
28,4.8,26.905287,75.794592,27.045287,75.934592,Cloudy,Jam,2,Snack,electric_scooter,0,No,Metropolitian,37,night,10,21,40,21,50,29.3
33,4.6,23.374989,85.335486,23.394989,85.355486,Cloudy,Low,1,Buffet,motorcycle,1,No,Metropolitian,19,morning,10,8,10,8,20,5.4
29,4.9,11.021278,76.995017,11.101278,77.075017,Sandstorms,Jam,2,Snack,motorcycle,1,No,Metropolitian,24,evening,10,20,25,20,35,16.6
21,4.7,21.186884,72.793616,21.296884,72.903616,Stormy,Medium,1,Snack,scooter,1,No,Metropolitian,15,evening,15,17,20,17,35,21.8
32,4.9,30.893244,75.821817,30.943244,75.871817,Sunny,Jam,1,Meal,scooter,1,No,Metropolitian,16,night,5,21,20,21,25,11.2
29,4.8,30.885915,75.788259,30.915915,75.818259,Sunny,Jam,1,Drinks,scooter,0,No,Urban,10,evening,15,19,55,20,10,6.6
38,4.8,17.424114,78.347554,17.444114,78.367554,Sunny,Low,1,Snack,scooter,1,No,Urban,17,morning,5,10,45,10,50,5.1
28,4.8,30.372202,78.077151,30.392202,78.097151,Sunny,Low,2,Drinks,scooter,0,No,Metropolitian,16,morning,5,8,35,8,40,5.3
20,4.9,12.323225,76.630028,12.353225,76.660028,Stormy,Jam,1,Buffet,motorcycle,1,No,Metropolitian,27,evening,5,20,10,20,15,8.5
23,4.7,25.443994,81.860187,25.573994,81.990187,Fog,Jam,1,Buffet,motorcycle,1,No,Metropolitian,33,night,15,21,30,21,45,30
23,5,12.949934,77.699386,13.059934,77.809386,Fog,Medium,1,Buffet,scooter,1,No,Metropolitian,30,evening,5,18,30,18,35,26.2
25,4.7,11.021278,76.995017,11.151278,77.125017,Sandstorms,Medium,0,Meal,motorcycle,1,No,Metropolitian,28,evening,5,18,20,18,25,29.5
39,4.9,21.175975,72.795503,21.245975,72.865503,Stormy,Medium,0,Buffet,motorcycle,1,No,Metropolitian,39,evening,10,17,45,17,55,16.8
28,4.5,12.316967,76.603067,12.446967,76.733067,Stormy,Jam,2,Buffet,scooter,0,No,Urban,23,night,15,21,20,21,35,27.7
25,4.6,30.359722,78.067079,30.469722,78.177079,Windy,Low,1,Drinks,motorcycle,1,No,Metropolitian,17,night,5,22,10,22,15,47.5
38,4.8,18.539299,73.897902,18.549299,73.907902,Windy,Low,1,Snack,motorcycle,1,No,Urban,28,morning,5,10,25,10,30,2.3
29,4.6,25.443994,81.860187,25.573994,81.990187,Sandstorms,Low,1,Snack,motorcycle,0,No,Metropolitian,19,night,15,23,25,23,40,30
23,4.6,26.849596,75.800512,26.909596,75.860512,Sunny,Jam,2,Meal,scooter,1,No,Urban,19,night,10,21,25,21,35,16.5
28,4.1,13.049645,80.242268,13.129645,80.322268,Fog,Jam,1,Buffet,scooter,1,No,Metropolitian,44,evening,5,19,50,19,55,17.8
20,4.7,22.725835,75.887648,22.805835,75.967648,Cloudy,Low,1,Meal,scooter,0,No,Urban,20,night,10,22,20,22,30,21.1
33,4.9,12.321214,76.621094,12.341214,76.641094,Sunny,Low,2,Meal,motorcycle,0,No,Metropolitian,14,morning,15,8,15,8,30,5.3
38,4.1,18.520016,73.830547,18.590016,73.900547,Fog,Medium,1,Buffet,motorcycle,2,No,Metropolitian,36,evening,15,17,15,17,30,14.4
22,4.7,25.443994,81.860187,25.583994,82.000187,Cloudy,Low,2,Drinks,electric_scooter,0,No,Metropolitian,26,night,15,22,55,23,10,33.5
26,4.6,12.316967,76.603067,12.346967,76.633067,Cloudy,Jam,0,Snack,motorcycle,1,No,Metropolitian,21,evening,5,20,15,20,20,9
25,4.9,22.725835,75.887648,22.815835,75.977648,Windy,Jam,2,Snack,scooter,1,No,Metropolitian,28,evening,5,20,30,20,35,24.7
38,4.2,12.337978,76.616792,12.377978,76.656792,Fog,High,0,Meal,motorcycle,0,No,Metropolitian,33,afternoon,15,13,25,13,40,11.9
20,4.4,12.323194,76.630583,12.373194,76.680583,Fog,Jam,2,Snack,scooter,1,No,Metropolitian,34,evening,5,19,30,19,35,11.4
27,4.8,22.307898,73.167788,22.327898,73.187788,Stormy,Low,2,Meal,scooter,1,No,Urban,16,morning,15,9,55,10,10,5
37,4.8,21.173493,72.801953,21.243493,72.871953,Stormy,Jam,0,Meal,motorcycle,2,No,Urban,37,night,10,20,55,21,5,14.9
35,4.9,11.022298,76.998349,11.092298,77.068349,Fog,Jam,0,Snack,motorcycle,1,No,Metropolitian,48,evening,5,19,35,19,40,14.8
26,4.7,21.160437,72.774209,21.220437,72.834209,Stormy,Medium,0,Meal,motorcycle,0,No,Urban,11,evening,5,18,40,18,45,12.1
37,4.9,26.474986,80.342796,26.494986,80.362796,Sunny,Low,1,Snack,motorcycle,0,No,Urban,14,morning,10,8,25,8,35,11.7
23,5,18.546258,73.904337,18.676258,74.034337,Sunny,Jam,1,Drinks,motorcycle,1,No,Urban,24,evening,15,19,25,19,40,36.1
34,4.5,18.636215,73.751081,18.726215,73.841081,Sandstorms,Low,1,Drinks,motorcycle,0,No,Metropolitian,18,night,5,22,50,22,55,26.7
24,4.8,23.374878,85.335739,23.404878,85.365739,Fog,Medium,0,Meal,motorcycle,1,No,Metropolitian,29,evening,15,17,15,17,30,6.6
37,4.6,12.979096,77.640625,13.109096,77.770625,Sunny,Medium,0,Drinks,motorcycle,1,No,Metropolitian,36,evening,15,17,40,17,55,24.1
36,5,30.873988,75.842739,31.003988,75.972739,Stormy,Low,0,Meal,motorcycle,1,No,Metropolitian,27,night,15,22,35,22,50,26.5
30,3.7,19.888716,75.321461,19.998716,75.431461,Stormy,Jam,1,Snack,motorcycle,1,No,Metropolitian,34,night,10,21,30,21,40,32.3
24,4.6,21.170798,72.790489,21.250798,72.870489,Stormy,Low,0,Buffet,motorcycle,1,No,Urban,21,night,10,22,40,22,50,16.2
24,4.7,18.536562,73.896485,18.626562,73.986485,Windy,Jam,0,Buffet,motorcycle,0,No,Metropolitian,38,night,15,21,20,21,35,19.3
31,4.7,21.173343,72.792731,21.263343,72.882731,Fog,Jam,2,Drinks,motorcycle,2,No,Metropolitian,41,evening,5,19,10,19,15,18.1
33,4.1,12.906229,77.596791,13.016229,77.706791,Sandstorms,Jam,0,Snack,motorcycle,1,No,Urban,35,night,10,21,40,21,50,23.3
23,4.8,23.353783,85.326967,23.423783,85.396967,Sandstorms,Low,2,Meal,motorcycle,1,No,Metropolitian,15,night,5,23,40,23,45,16.3
38,4.3,22.311844,73.165081,22.441844,73.295081,Fog,Jam,2,Buffet,electric_scooter,1,Yes,Metropolitian,48,night,10,21,25,21,35,24.4
28,4.5,19.875016,75.322405,19.985016,75.432405,Cloudy,Low,2,Snack,motorcycle,1,No,Metropolitian,28,night,5,22,40,22,45,49
37,4.9,22.760072,75.892574,22.780072,75.912574,Cloudy,Low,2,Meal,electric_scooter,0,No,Metropolitian,19,morning,15,10,55,11,10,5.4
27,4.9,18.592718,73.773572,18.642718,73.823572,Stormy,Medium,0,Buffet,motorcycle,1,No,Metropolitian,19,evening,10,18,30,18,40,11.8
38,4.2,30.873988,75.842739,30.893988,75.862739,Fog,High,2,Buffet,motorcycle,1,No,Metropolitian,31,morning,5,11,40,11,45,4.8
36,4.3,21.170096,72.789122,21.230096,72.849122,Stormy,Low,0,Meal,motorcycle,1,No,Metropolitian,31,night,5,23,20,23,25,11.6
26,4.1,22.551084,88.354127,22.581084,88.384127,Stormy,Low,0,Drinks,motorcycle,0,No,Metropolitian,21,night,10,23,25,23,35,7.7
33,4.5,17.458998,78.500366,17.518998,78.560366,Sunny,Medium,0,Buffet,motorcycle,1,No,Metropolitian,24,evening,5,17,50,17,55,12.3
