Delivery_person_Age,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),Daytime,Time_Difference_Minutes,Order_Hour,Order_Minute,Picked_Hour,Picked_Minute
26,4.8,26.911927,75.797282,26.921927,75.807282,Stormy,High,1,Buffet,scooter,0,No,Metropolitian,21,morning,10,11,35,11,45
27,4.6,17.422819,78.449578,17.482819,78.509578,Sandstorms,Low,2,Snack,scooter,1,No,Metropolitian,16,night,15,22,25,22,40
37,4.6,12.913041,77.683237,12.933041,77.703237,Windy,Low,2,Meal,scooter,1,No,Metropolitian,25,morning,15,8,50,9,5
29,4.7,13.027018,80.254791,13.047018,80.274791,Fog,High,0,Meal,motorcycle,1,No,Urban,29,morning,10,11,40,11,50
28,4.8,13.029198,77.570997,13.159198,77.700997,Stormy,Jam,2,Buffet,motorcycle,0,No,Metropolitian,26,night,10,21,40,21,50
38,3.6,12.323978,76.627961,12.413978,76.717961,Stormy,Jam,1,Drinks,scooter,0,No,Metropolitian,35,night,15,21,35,21,50
36,4.2,21.175975,72.795503,21.195975,72.815503,Windy,Low,0,Snack,motorcycle,0,No,Metropolitian,25,morning,5,9,25,9,30
31,4.9,26.911927,75.797282,27.001927,75.887282,Sandstorms,Low,0,Snack,motorcycle,1,No,Metropolitian,22,night,5,23,40,23,45
27,4.7,19.055831,72.833984,19.105831,72.883984,Cloudy,Medium,0,Drinks,motorcycle,1,No,Metropolitian,27,evening,15,18,10,18,25
24,4.8,12.316967,76.603067,12.446967,76.733067,Windy,Medium,2,Snack,motorcycle,1,No,Metropolitian,28,evening,5,18,20,18,25
25,4.4,12.297954,76.665169,12.307954,76.675169,Windy,Low,0,Meal,motorcycle,1,No,Metropolitian,16,morning,5,9,20,9,25
36,3.5,22.751857,75.866699,22.831857,75.946699,Stormy,Jam,1,Meal,motorcycle,0,No,Metropolitian,40,evening,5,20,40,20,45
26,4.6,21.170798,72.790489,21.200798,72.820489,Sunny,Jam,2,Snack,motorcycle,1,No,Metropolitian,17,night,10,21,10,21,20
33,4.7,21.186884,72.793616,21.236884,72.843616,Windy,Medium,0,Buffet,motorcycle,1,No,Metropolitian,27,evening,10,18,55,19,5
22,4.4,12.949934,77.699386,13.059934,77.809386,Fog,Jam,2,Snack,motorcycle,1,No,Metropolitian,40,evening,10,20,35,20,45
23,5.0,18.539299,73.897902,18.649299,74.007902,Stormy,Jam,0,Drinks,motorcycle,1,No,Metropolitian,34,night,15,21,10,21,25
29,4.8,18.536562,73.896485,18.596562,73.956485,Sandstorms,Low,1,Drinks,motorcycle,0,No,Metropolitian,18,night,15,22,10,22,25
26,5.0,12.975996,80.221898,13.005996,80.251898,Sandstorms,Low,1,Buffet,scooter,0,No,Metropolitian,15,night,10,23,10,23,20
39,4.7,18.543626,73.905101,18.633626,73.995101,Windy,Low,2,Buffet,scooter,1,No,Metropolitian,19,night,10,22,20,22,30
33,3.8,19.131141,72.813074,19.241141,72.923074,Cloudy,Low,1,Buffet,scooter,1,No,Metropolitian,36,night,10,23,35,23,45
32,4.1,18.554382,73.798206,18.684382,73.928206,Fog,Low,0,Meal,motorcycle,2,No,Metropolitian,37,night,15,22,10,22,25
35,4.7,17.431668,78.408321,17.561668,78.538321,Sandstorms,Medium,0,Buffet,motorcycle,2,No,Metropolitian,43,evening,15,18,50,19,5
24,5.0,18.569156,73.774723,18.629156,73.834723,Windy,Low,2,Drinks,scooter,1,No,Metropolitian,16,night,15,23,35,23,50
35,4.1,11.025083,77.015393,11.045083,77.035393,Windy,Low,0,Snack,motorcycle,0,No,Metropolitian,30,morning,5,9,15,9,20
38,4.2,12.323978,76.627961,12.343978,76.647961,Sandstorms,High,1,Meal,motorcycle,2,No,Metropolitian,33,morning,15,11,25,11,40
23,4.7,13.026286,80.275235,13.076286,80.325235,Fog,Medium,0,Meal,motorcycle,1,No,Metropolitian,29,evening,15,17,25,17,40
26,4.6,12.970221,77.645396,13.020221,77.695396,Sunny,Low,0,Snack,motorcycle,1,No,Metropolitian,18,night,15,22,35,22,50
30,4.8,23.355164,85.324097,23.425164,85.394097,Windy,Medium,1,Drinks,scooter,1,No,Metropolitian,25,evening,5,18,20,18,25
27,4.8,12.978453,77.643685,13.088453,77.753685,Sunny,Jam,1,Meal,scooter,1,No,Urban,20,night,5,21,40,21,45
26,4.3,23.416792,85.316842,23.436792,85.336842,Sandstorms,Low,0,Snack,motorcycle,1,No,Metropolitian,24,morning,10,8,20,8,30
31,4.9,22.311358,73.164798,22.321358,73.174798,Cloudy,Low,1,Meal,motorcycle,0,No,Metropolitian,19,morning,10,9,30,9,40
25,4.9,17.429585,78.392621,17.469585,78.432621,Cloudy,Medium,2,Meal,scooter,0,No,Metropolitian,15,afternoon,5,15,10,15,15
20,5.0,22.760072,75.892574,22.810072,75.942574,Stormy,Medium,2,Drinks,motorcycle,1,No,Metropolitian,28,evening,5,17,15,17,20
32,4.8,13.026279,80.174568,13.086279,80.234568,Windy,Jam,0,Snack,motorcycle,1,Yes,Metropolitian,49,night,15,21,50,22,5
24,4.6,11.016298,76.972076,11.056298,77.012076,Fog,High,0,Snack,motorcycle,0,No,Metropolitian,23,afternoon,10,14,45,14,55
22,4.8,23.359033,85.325347,23.419033,85.385347,Sandstorms,Jam,1,Buffet,scooter,0,No,Metropolitian,16,evening,5,19,45,19,50
37,4.7,26.911927,75.797282,27.021927,75.907282,Sunny,Low,2,Snack,scooter,1,No,Metropolitian,19,night,5,22,20,22,25
22,4.6,21.149569,72.772697,21.229569,72.852697,Fog,Jam,1,Meal,scooter,1,No,Metropolitian,31,evening,5,19,15,19,20
35,5.0,18.569156,73.774723,18.639156,73.844723,Fog,Jam,2,Buffet,scooter,1,No,Metropolitian,37,night,5,21,30,21,35
23,4.6,26.913987,75.752891,26.933987,75.772891,Sunny,Low,0,Meal,motorcycle,1,No,Metropolitian,12,morning,5,10,10,10,15
29,4.6,22.760072,75.892574,22.770072,75.902574,Cloudy,Low,2,Buffet,scooter,0,No,Metropolitian,17,morning,10,10,45,10,55
33,4.6,11.025083,77.015393,11.155083,77.145393,Sandstorms,Medium,1,Snack,motorcycle,1,No,Metropolitian,30,evening,5,18,20,18,25
20,4.3,27.160832,78.011608,27.170832,78.021608,Stormy,Low,0,Snack,motorcycle,1,No,Metropolitian,20,morning,15,8,30,8,45
22,4.6,18.994049,72.825203,19.034049,72.865203,Fog,High,0,Drinks,motorcycle,1,No,Metropolitian,26,afternoon,5,12,50,12,55
37,4.5,19.874103,75.368419,19.954103,75.448419,Cloudy,Low,2,Meal,scooter,1,No,Metropolitian,34,night,10,23,30,23,40
21,2.9,22.760072,75.892574,22.830072,75.962574,Sunny,Low,1,Buffet,scooter,0,No,Metropolitian,40,night,15,23,35,23,50
22,4.6,11.008638,76.984311,11.038638,77.014311,Stormy,Low,2,Snack,motorcycle,1,No,Metropolitian,13,night,15,22,35,22,50
29,4.9,22.527893,88.368628,22.587893,88.428628,Cloudy,Low,0,Drinks,motorcycle,1,No,Metropolitian,18,night,5,22,15,22,20
25,4.7,19.879631,75.323403,19.959631,75.403403,Stormy,Low,2,Buffet,scooter,0,No,Metropolitian,15,night,15,23,35,23,50
32,4.1,17.450851,78.379347,17.480851,78.409347,Stormy,Low,0,Buffet,motorcycle,1,No,Metropolitian,28,night,15,22,30,22,45
24,4.8,18.530963,73.828972,18.640963,73.938972,Sandstorms,Jam,0,Buffet,motorcycle,0,No,Metropolitian,38,evening,15,19,40,19,55
34,4.6,13.029198,77.570997,13.079198,77.620997,Fog,Medium,1,Buffet,scooter,0,No,Metropolitian,19,evening,5,17,45,17,50
39,4.7,12.316967,76.603067,12.366967,76.653067,Cloudy,Low,0,Drinks,motorcycle,1,No,Metropolitian,29,night,5,23,40,23,45
33,4.8,25.457687,81.835585,25.587687,81.965585,Sunny,Medium,2,Snack,scooter,0,No,Metropolitian,27,evening,15,17,30,17,45
21,4.1,12.321214,76.621094,12.361214,76.661094,Sunny,High,0,Buffet,motorcycle,3,No,Metropolitian,53,afternoon,10,13,45,13,55
26,5.0,26.481547,80.299775,26.511547,80.329775,Sunny,Low,1,Drinks,motorcycle,1,No,Metropolitian,23,night,10,23,25,23,35
26,4.7,19.120083,72.907385,19.170083,72.957385,Cloudy,Jam,2,Snack,electric_scooter,1,No,Urban,34,evening,10,20,35,20,45
34,4.0,19.091458,72.827808,19.141458,72.877808,Stormy,Jam,0,Drinks,motorcycle,1,No,Metropolitian,43,night,5,21,20,21,25
22,4.9,11.001753,76.986241,11.031753,77.016241,Fog,Low,1,Snack,scooter,1,No,Urban,11,night,5,23,40,23,45
36,4.0,18.994049,72.825203,19.124049,72.955203,Cloudy,Medium,1,Meal,motorcycle,1,No,Metropolitian,37,evening,5,18,45,18,50
37,5.0,12.325461,76.632278,12.335461,76.642278,Cloudy,Low,0,Drinks,motorcycle,1,No,Metropolitian,23,morning,10,9,25,9,35
26,4.9,26.956431,75.776649,26.976431,75.796649,Stormy,Low,1,Buffet,scooter,0,No,Urban,14,morning,5,8,30,8,35
29,4.9,10.994136,76.963303,11.074136,77.043303,Windy,Medium,0,Meal,motorcycle,1,No,Metropolitian,22,evening,10,18,10,18,20
28,4.9,19.178321,72.834715,19.188321,72.844715,Fog,Low,0,Meal,motorcycle,1,No,Urban,16,morning,15,9,55,10,10
31,5.0,30.902872,75.826808,30.912872,75.836808,Stormy,Low,1,Buffet,motorcycle,1,No,Metropolitian,28,morning,10,10,55,11,5
38,4.8,22.761226,75.887522,22.841226,75.967522,Cloudy,Jam,0,Snack,motorcycle,2,Yes,Metropolitian,46,night,10,21,55,22,5
32,4.6,30.893244,75.821817,30.953244,75.881817,Stormy,Medium,1,Drinks,scooter,0,No,Urban,28,evening,15,17,10,17,25
32,5.0,22.526461,88.364453,22.606461,88.444453,Windy,Medium,0,Meal,motorcycle,1,Yes,Metropolitian,41,evening,5,17,35,17,40
33,4.9,23.371292,85.327872,23.481292,85.437872,Fog,Medium,0,Drinks,motorcycle,1,Yes,Metropolitian,49,evening,10,18,40,18,50
35,4.9,12.949934,77.699386,12.989934,77.739386,Fog,Medium,0,Meal,motorcycle,1,No,Metropolitian,27,evening,10,16,55,17,5
34,4.6,17.440827,78.393391,17.510827,78.463391,Sandstorms,Low,0,Meal,motorcycle,1,No,Metropolitian,25,night,15,23,10,23,25
30,4.6,12.284747,76.625861,12.334747,76.675861,Sandstorms,Low,1,Meal,scooter,1,No,Metropolitian,28,night,15,22,25,22,40
32,4.8,18.536718,73.830327,18.566719,73.860327,Cloudy,Medium,2,Buffet,electric_scooter,0,No,Metropolitian,16,evening,10,18,40,18,50
32,5.0,18.994237,72.825553,19.124237,72.955553,Sandstorms,Jam,1,Meal,scooter,0,No,Metropolitian,25,night,15,21,10,21,25
22,4.7,12.906229,77.596791,12.976229,77.666791,Stormy,Low,0,Snack,motorcycle,0,No,Metropolitian,22,night,15,23,35,23,50
31,5.0,19.221315,72.862381,19.231315,72.872381,Stormy,Low,1,Snack,scooter,0,No,Metropolitian,25,morning,5,9,15,9,20
22,4.8,17.411028,78.329645,17.421028,78.339645,Fog,Low,2,Snack,scooter,1,No,Metropolitian,10,morning,5,10,30,10,35
27,4.7,11.016298,76.972076,11.096298,77.052076,Windy,Jam,2,Drinks,motorcycle,1,No,Urban,16,night,10,21,25,21,35
36,4.3,22.761593,75.886362,22.801593,75.926362,Stormy,High,2,Snack,motorcycle,1,No,Urban,31,afternoon,10,12,45,12,55
29,4.5,12.323225,76.630028,12.413225,76.720028,Windy,Low,0,Meal,motorcycle,1,No,Metropolitian,21,night,10,23,35,23,45
37,4.5,19.254567,72.848923,19.284567,72.878923,Sunny,Jam,0,Meal,motorcycle,0,No,Metropolitian,29,evening,15,19,30,19,45
22,4.5,23.355164,85.324097,23.425164,85.394097,Sandstorms,Jam,2,Drinks,scooter,1,No,Metropolitian,19,night,15,21,35,21,50
38,4.6,13.064181,80.236442,13.144181,80.316442,Sandstorms,Low,0,Meal,motorcycle,1,No,Metropolitian,29,night,5,22,20,22,25
32,4.7,21.160437,72.774209,21.270437,72.884209,Windy,Low,2,Meal,scooter,0,No,Metropolitian,21,night,5,23,35,23,40
28,4.9,21.186438,72.794115,21.266438,72.874115,Stormy,Low,0,Drinks,motorcycle,0,No,Metropolitian,15,night,5,22,35,22,40
24,4.8,11.003669,76.976494,11.043669,77.016494,Fog,High,0,Drinks,motorcycle,1,No,Metropolitian,27,afternoon,5,13,15,13,20
22,4.7,18.994237,72.825553,19.034237,72.865553,Sunny,Medium,2,Meal,electric_scooter,1,No,Metropolitian,19,afternoon,5,15,15,15,20
36,4.9,22.761593,75.886362,22.841593,75.966362,Stormy,Low,0,Drinks,motorcycle,1,No,Metropolitian,21,night,10,22,20,22,30
23,4.8,22.744648,75.894377,22.814648,75.964377,Windy,Medium,0,Buffet,motorcycle,1,No,Metropolitian,27,evening,5,17,40,17,45
33,5.0,18.592718,73.773572,18.642718,73.823572,Stormy,Low,1,Snack,scooter,0,No,Urban,29,night,15,22,35,22,50
38,4.5,13.064181,80.236442,13.134181,80.306442,Sunny,Jam,1,Snack,motorcycle,1,No,Metropolitian,25,evening,10,20,35,20,45
39,4.7,26.474986,80.342796,26.584986,80.452796,Sunny,Low,2,Meal,scooter,0,No,Urban,21,night,5,22,10,22,15
20,4.6,23.357804,85.325146,23.447804,85.415146,Stormy,Jam,2,Meal,scooter,0,No,Metropolitian,15,evening,5,19,15,19,20
25,4.0,12.934179,77.615797,12.944179,77.625797,Cloudy,High,2,Buffet,motorcycle,1,No,Metropolitian,31,morning,5,11,30,11,35
35,4.9,22.745049,75.892471,22.795049,75.942471,Fog,Low,1,Snack,scooter,0,No,Metropolitian,18,night,5,23,25,23,30
39,4.9,18.516216,73.842527,18.536216,73.862527,Sunny,Low,1,Buffet,motorcycle,0,No,Metropolitian,14,morning,5,10,25,10,30
32,4.1,12.934179,77.615797,12.944179,77.625797,Windy,Low,0,Buffet,motorcycle,1,No,Metropolitian,32,morning,15,10,50,11,5
20,4.1,12.323978,76.627961,12.453978,76.757961,Stormy,Medium,0,Meal,motorcycle,1,No,Urban,35,evening,5,17,20,17,25
22,4.7,11.022477,76.995667,11.062477,77.035667,Windy,Medium,2,Drinks,scooter,1,No,Urban,27,afternoon,15,15,35,15,50
25,4.8,11.000762,76.981876,11.010762,76.991876,Stormy,Low,2,Drinks,scooter,1,No,Metropolitian,19,morning,5,10,25,10,30
34,4.7,11.000762,76.981876,11.030762,77.011876,Sunny,Jam,0,Meal,motorcycle,1,No,Metropolitian,26,night,5,21,30,21,35
39,4.2,23.371292,85.327872,23.441292,85.397872,Cloudy,Medium,2,Drinks,motorcycle,1,No,Metropolitian,34,evening,5,17,15,17,20
31,4.6,21.175975,72.795503,21.285975,72.905503,Cloudy,Jam,2,Snack,scooter,1,No,Metropolitian,42,evening,15,19,35,19,50
27,4.9,13.029198,77.570997,13.159198,77.700997,Stormy,Jam,0,Drinks,motorcycle,0,No,Metropolitian,26,night,10,21,35,21,45
26,4.9,21.149569,72.772697,21.189569,72.812697,Windy,Medium,2,Meal,scooter,1,No,Metropolitian,26,afternoon,5,16,50,16,55
34,4.6,12.906229,77.596791,12.916229,77.606791,Windy,Low,1,Meal,motorcycle,1,No,Metropolitian,25,morning,10,8,25,8,35
34,4.8,18.520016,73.830547,18.530016,73.840547,Sandstorms,Low,2,Meal,scooter,1,No,Metropolitian,25,morning,5,9,30,9,35
22,4.5,12.975996,80.221898,13.085996,80.331898,Windy,Low,1,Drinks,motorcycle,0,No,Metropolitian,15,night,5,22,50,22,55
31,4.3,26.956431,75.776649,27.026431,75.846649,Fog,Jam,1,Snack,motorcycle,1,No,Metropolitian,42,evening,5,19,45,19,50
28,4.7,12.939496,77.625999,12.989496,77.675999,Windy,Low,2,Drinks,scooter,0,No,Metropolitian,14,night,15,23,25,23,40
24,4.7,18.530963,73.828972,18.610963,73.908972,Sandstorms,Jam,1,Drinks,scooter,1,No,Metropolitian,24,evening,5,20,40,20,45
28,4.2,22.311603,73.165012,22.321603,73.175012,Windy,Low,0,Drinks,motorcycle,0,No,Urban,25,morning,10,9,20,9,30
38,4.6,12.949934,77.699386,12.979934,77.729386,Windy,Medium,2,Meal,scooter,1,No,Metropolitian,26,evening,5,17,35,17,40
33,4.8,22.311603,73.165012,22.361603,73.215012,Sunny,Medium,1,Buffet,scooter,1,No,Metropolitian,15,evening,15,18,20,18,35
26,4.8,12.337928,76.617889,12.347928,76.627889,Fog,Low,2,Meal,scooter,1,No,Urban,13,morning,5,8,10,8,15
34,4.7,23.233219,77.433571,23.263219,77.463571,Sunny,Low,1,Meal,scooter,1,No,Urban,10,night,15,22,30,22,45
26,4.6,17.458998,78.500366,17.528998,78.570366,Stormy,Low,0,Buffet,motorcycle,1,No,Urban,19,night,10,22,45,22,55
27,4.9,11.022169,76.999594,11.102169,77.079594,Stormy,Low,0,Drinks,motorcycle,1,No,Metropolitian,15,night,15,23,10,23,25
35,3.6,21.160522,72.771477,21.240522,72.851477,Stormy,Medium,2,Meal,electric_scooter,1,No,Metropolitian,35,evening,15,17,30,17,45
24,5.0,21.170096,72.789122,21.230096,72.849122,Cloudy,Medium,1,Drinks,motorcycle,0,No,Metropolitian,17,evening,15,17,10,17,25
30,4.3,25.449659,81.839744,25.499659,81.889744,Stormy,Jam,2,Drinks,motorcycle,0,No,Urban,31,evening,5,20,50,20,55
37,4.7,25.457116,81.859682,25.497116,81.899682,Sandstorms,High,2,Meal,electric_scooter,0,No,Metropolitian,25,afternoon,5,13,35,13,40
28,4.6,13.027018,80.254791,13.117018,80.344791,Sunny,Medium,2,Snack,scooter,1,No,Metropolitian,19,evening,5,17,30,17,35
21,4.7,30.895204,75.822103,30.955204,75.882103,Fog,Jam,0,Snack,motorcycle,1,No,Metropolitian,24,evening,10,20,45,20,55
33,4.8,12.939496,77.625999,12.979496,77.665999,Sunny,High,2,Buffet,electric_scooter,1,No,Metropolitian,24,afternoon,15,14,15,14,30
20,5.0,22.727021,75.884167,22.747021,75.904167,Fog,Low,1,Meal,motorcycle,0,No,Metropolitian,14,morning,15,9,30,9,45
32,4.8,30.342509,78.061187,30.422509,78.141187,Sandstorms,Low,2,Drinks,scooter,1,No,Urban,15,night,10,22,45,22,55
35,4.8,22.311358,73.164798,22.371358,73.224798,Fog,Jam,1,Drinks,motorcycle,1,No,Metropolitian,30,evening,10,19,10,19,20
28,4.6,18.539299,73.897902,18.599299,73.957902,Sandstorms,Low,2,Buffet,scooter,1,No,Metropolitian,12,night,10,23,45,23,55
35,4.8,10.994136,76.963303,11.084136,77.053303,Cloudy,Jam,2,Buffet,motorcycle,1,No,Metropolitian,43,evening,15,20,25,20,40
38,4.0,12.323194,76.630583,12.393194,76.700583,Fog,Jam,2,Buffet,scooter,0,No,Metropolitian,49,evening,15,20,15,20,30
32,4.7,27.160832,78.011608,27.210832,78.061608,Windy,Medium,1,Meal,motorcycle,1,No,Metropolitian,28,evening,15,17,55,18,10
25,4.6,12.934365,77.616155,12.964365,77.646155,Sunny,Jam,2,Meal,scooter,0,No,Metropolitian,16,evening,10,19,25,19,35
37,4.6,25.449872,81.836167,25.509872,81.896167,Fog,Low,2,Meal,scooter,0,No,Urban,15,night,5,23,20,23,25
39,4.8,18.543626,73.905101,18.573626,73.935101,Sandstorms,Jam,1,Buffet,motorcycle,1,No,Metropolitian,30,evening,10,19,25,19,35
35,4.6,22.745536,75.893106,22.765536,75.913106,Stormy,High,0,Buffet,motorcycle,2,No,Urban,39,morning,15,11,30,11,45
20,4.7,22.722634,75.886959,22.832634,75.996959,Windy,Jam,0,Meal,motorcycle,0,No,Metropolitian,26,evening,10,19,20,19,30
35,4.8,12.972532,77.608179,13.032532,77.668179,Cloudy,Medium,2,Drinks,electric_scooter,0,No,Urban,18,evening,5,18,10,18,15
31,4.2,19.875337,75.316722,19.965337,75.406722,Fog,Jam,1,Buffet,motorcycle,1,Yes,Metropolitian,48,night,5,21,40,21,45
25,4.8,23.355164,85.324097,23.485164,85.454097,Windy,Low,1,Meal,scooter,0,No,Metropolitian,14,night,10,22,10,22,20
30,4.7,11.000762,76.981876,11.020762,77.001876,Sunny,Low,1,Snack,motorcycle,0,No,Urban,11,morning,5,9,10,9,15
30,4.1,11.008638,76.984311,11.078638,77.054311,Stormy,Medium,0,Meal,motorcycle,1,No,Metropolitian,41,evening,5,17,45,17,50
20,4.7,11.026117,76.944652,11.096117,77.014652,Stormy,Low,0,Drinks,motorcycle,0,No,Metropolitian,16,night,10,23,10,23,20
36,4.1,18.563934,73.915367,18.643935,73.995367,Stormy,Jam,0,Buffet,motorcycle,3,No,Metropolitian,51,night,5,21,50,21,55
27,4.4,19.878028,75.317475,19.958028,75.397475,Cloudy,Medium,1,Drinks,scooter,1,No,Urban,31,evening,15,18,50,19,5
24,4.7,19.875908,75.358888,19.955908,75.438888,Fog,Jam,0,Meal,motorcycle,1,No,Urban,42,evening,5,19,20,19,25
32,4.9,23.359407,85.325055,23.399407,85.365055,Sunny,High,0,Meal,motorcycle,1,No,Metropolitian,26,afternoon,10,12,45,12,55
28,4.9,18.636215,73.751081,18.646215,73.761081,Sunny,Low,0,Meal,motorcycle,0,No,Metropolitian,16,morning,5,8,40,8,45
35,4.9,12.337928,76.617889,12.407928,76.687889,Fog,Jam,0,Drinks,motorcycle,3,No,Metropolitian,43,night,5,21,15,21,20
24,4.6,21.173343,72.792731,21.213343,72.832731,Fog,High,2,Meal,electric_scooter,1,No,Metropolitian,21,afternoon,5,13,30,13,35
24,5.0,22.725748,75.898497,22.775748,75.948497,Windy,Jam,1,Drinks,motorcycle,1,No,Urban,20,night,15,21,15,21,30
38,5.0,26.479108,80.315042,26.489108,80.325042,Sunny,Low,1,Drinks,motorcycle,0,No,Urban,13,morning,15,9,40,9,55
20,5.0,13.064181,80.236442,13.114181,80.286442,Cloudy,Jam,2,Meal,electric_scooter,0,No,Metropolitian,27,night,10,21,40,21,50
29,4.6,13.091809,80.219104,13.111809,80.239104,Windy,High,0,Drinks,motorcycle,1,No,Metropolitian,22,afternoon,10,11,55,12,5
24,4.9,30.359722,78.067079,30.409722,78.117079,Stormy,Low,2,Snack,scooter,1,No,Urban,10,night,10,22,20,22,30
29,4.7,22.753839,75.897429,22.793838,75.937429,Sunny,Medium,1,Buffet,scooter,0,No,Urban,13,afternoon,5,15,30,15,35
23,4.8,18.563934,73.915367,18.583935,73.935367,Cloudy,Low,1,Drinks,motorcycle,0,No,Metropolitian,11,morning,15,8,30,8,45
24,4.6,11.003681,76.975525,11.023681,76.995525,Fog,Low,2,Buffet,electric_scooter,1,No,Metropolitian,16,morning,10,10,30,10,40
37,4.5,18.554382,73.798206,18.684382,73.928206,Sunny,Jam,1,Drinks,scooter,1,No,Urban,15,night,5,21,35,21,40
25,4.5,22.728163,75.884212,22.808163,75.964212,Sandstorms,Low,0,Drinks,motorcycle,0,No,Metropolitian,17,night,5,23,35,23,40
32,4.9,21.175975,72.795503,21.285975,72.905503,Windy,Jam,0,Snack,motorcycle,1,No,Metropolitian,38,night,5,21,15,21,20
27,4.6,21.149834,72.778666,21.179834,72.808666,Stormy,Jam,1,Snack,scooter,0,No,Metropolitian,25,evening,5,20,35,20,40
22,4.8,18.516216,73.842527,18.526216,73.852527,Stormy,Low,2,Drinks,scooter,0,No,Urban,14,morning,5,9,10,9,15
30,4.5,17.455894,78.375467,17.495894,78.415467,Windy,High,2,Snack,scooter,1,No,Metropolitian,25,afternoon,15,14,55,15,10
30,4.5,10.000706,76.349516,10.060706,76.409516,Cloudy,Low,2,Snack,scooter,0,No,Metropolitian,18,night,10,22,45,22,55
26,4.8,11.025083,77.015393,11.065083,77.055393,Windy,Medium,0,Snack,motorcycle,1,No,Urban,24,afternoon,15,15,20,15,35
38,5.0,26.766536,75.837333,26.896536,75.967333,Sunny,Jam,0,Meal,motorcycle,2,No,Urban,40,night,15,21,55,22,10
29,4.8,30.346994,78.062543,30.426994,78.142543,Cloudy,Low,2,Buffet,scooter,1,No,Metropolitian,24,night,10,23,25,23,35
23,4.7,11.001753,76.986241,11.051753,77.036241,Fog,Jam,2,Buffet,motorcycle,1,No,Urban,24,evening,10,20,30,20,40
31,4.8,12.975996,80.221898,13.105996,80.351898,Sunny,Jam,1,Snack,motorcycle,0,No,Metropolitian,29,evening,5,20,40,20,45
36,4.6,21.170096,72.789122,21.200096,72.819122,Sandstorms,Jam,1,Snack,scooter,1,No,Metropolitian,25,evening,5,20,25,20,30
31,4.4,11.022477,76.995667,11.082477,77.055667,Windy,Medium,0,Buffet,motorcycle,1,No,Metropolitian,34,evening,15,17,35,17,50
22,4.7,22.553227,88.353273,22.583227,88.383273,Sandstorms,Jam,2,Snack,motorcycle,1,No,Urban,28,night,15,21,30,21,45
20,4.9,23.357804,85.325146,23.367804,85.335146,Fog,Low,1,Drinks,motorcycle,0,No,Metropolitian,13,morning,5,10,35,10,40
31,4.7,30.895204,75.822103,31.035204,75.962103,Fog,Jam,0,Meal,motorcycle,1,No,Metropolitian,48,evening,15,20,40,20,55
29,4.6,26.956431,75.776649,27.066431,75.886649,Windy,Jam,0,Snack,motorcycle,0,No,Metropolitian,34,evening,15,19,20,19,35
28,4.6,18.593481,73.785901,18.703481,73.895901,Cloudy,Low,1,Snack,motorcycle,0,No,Metropolitian,28,night,5,23,25,23,30
21,5.0,30.328174,78.049117,30.358174,78.079117,Sunny,Low,2,Drinks,scooter,1,No,Metropolitian,17,night,5,23,40,23,45
39,4.6,17.450851,78.379347,17.530851,78.459347,Fog,Medium,2,Drinks,scooter,0,No,Metropolitian,34,evening,5,18,30,18,35
35,4.2,11.006686,76.951736,11.036686,76.981736,Windy,Low,0,Drinks,motorcycle,2,No,Metropolitian,34,night,15,22,55,23,10
36,4.0,11.022298,76.998349,11.132298,77.108349,Stormy,Medium,0,Meal,motorcycle,2,No,Metropolitian,36,evening,5,18,40,18,45
22,4.9,19.055831,72.833984,19.095831,72.873984,Sandstorms,Medium,2,Meal,motorcycle,1,No,Urban,23,afternoon,10,15,40,15,50
23,4.9,22.761593,75.886362,22.871593,75.996362,Cloudy,Jam,2,Snack,motorcycle,1,Yes,Metropolitian,41,evening,10,19,10,19,20
22,4.8,12.979166,77.640709,13.049166,77.710709,Sandstorms,Jam,1,Snack,motorcycle,1,No,Metropolitian,24,night,10,21,10,21,20
33,4.7,18.927584,72.832585,19.017584,72.922585,Cloudy,Jam,0,Buffet,motorcycle,3,No,Metropolitian,44,night,5,21,30,21,35
25,4.9,30.902872,75.826808,30.992872,75.916808,Sunny,Low,2,Drinks,scooter,1,No,Urban,29,night,10,23,45,23,55
27,4.8,11.003669,76.976494,11.083669,77.056494,Cloudy,Jam,2,Buffet,scooter,1,No,Metropolitian,39,evening,15,19,25,19,40
21,2.6,18.530963,73.828972,18.640963,73.938972,Sunny,Low,1,Snack,scooter,0,No,Metropolitian,39,night,5,23,40,23,45
36,5.0,21.175104,72.804342,21.215104,72.844342,Windy,High,1,Drinks,motorcycle,1,No,Metropolitian,28,afternoon,15,13,15,13,30
32,4.8,13.081878,80.248519,13.161878,80.328519,Stormy,Low,1,Buffet,scooter,1,No,Metropolitian,28,night,15,23,30,23,45
21,4.8,23.359033,85.325347,23.419033,85.385347,Windy,Medium,1,Meal,scooter,0,No,Metropolitian,20,evening,10,17,25,17,35
35,4.9,17.429585,78.392621,17.449585,78.412621,Stormy,Low,1,Buffet,scooter,1,No,Metropolitian,29,morning,5,8,35,8,40
25,4.9,18.994237,72.825553,19.004237,72.835553,Sandstorms,Low,1,Meal,scooter,1,No,Metropolitian,18,morning,15,9,55,10,10
