,Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),Time_Orderd_hour,Time_Orderd_minute,Time_Order_picked_hour,Time_Order_picked_minute,onground_dist,Time_of_day
13234,39.0,4.5,Sunny,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,28,17,20,22,10,,Afternoon
13235,37.0,4.8,Windy,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,29,18,20,22,10,,Afternoon
13236,35.0,4.8,Sandstorms,Medium,2,Snack,motorcycle,1.0,No,Metropolitian,34,18,35,22,10,,Afternoon
13237,29.0,4.9,Sunny,Low,0,Meal,motorcycle,1.0,No,Urban,12,10,15,22,10,,Morning
13238,36.0,5.0,Stormy,Low,2,Drinks,scooter,1.0,No,Metropolitian,24,9,40,22,10,,Morning
13239,36.0,4.5,Cloudy,Jam,1,Meal,scooter,1.0,No,Metropolitian,30,21,50,22,10,,Evening
13240,36.0,4.3,Windy,Jam,0,Drinks,motorcycle,1.0,Yes,Metropolitian,44,20,45,22,10,,Evening
13241,36.0,4.7,Sandstorms,Low,1,Buffet,scooter,1.0,No,Metropolitian,27,23,20,22,10,,Evening
13242,28.0,4.7,Fog,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,28,20,45,22,10,,Evening
13243,23.0,4.9,Fog,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,39,17,15,22,10,,Afternoon
13244,39.0,4.8,Stormy,Low,1,Buffet,motorcycle,0.0,No,Urban,23,23,20,22,10,,Evening
13245,25.0,4.8,Stormy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,19,22,10,22,10,,Evening
13246,26.0,4.5,Fog,Jam,0,Meal,motorcycle,2.0,No,Metropolitian,36,19,45,22,10,,Evening
13247,30.0,4.8,Stormy,Medium,2,Drinks,electric_scooter,0.0,No,Urban,22,18,20,22,10,,Afternoon
13248,20.0,4.7,Stormy,Low,2,Drinks,scooter,0.0,No,Metropolitian,11,23,50,22,10,,Evening
13249,35.0,4.8,Cloudy,Jam,2,Snack,motorcycle,1.0,No,Metropolitian,36,21,40,22,10,,Evening
13250,23.0,4.0,Stormy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,33,18,20,22,10,,Afternoon
13251,37.0,4.0,Sandstorms,High,0,Snack,motorcycle,0.0,No,Metropolitian,33,14,55,22,10,,Afternoon
13252,32.0,4.8,Fog,Jam,2,Meal,scooter,1.0,No,Metropolitian,28,20,50,22,10,,Evening
13253,27.0,4.7,Windy,Low,2,Buffet,electric_scooter,1.0,No,Metropolitian,13,22,25,22,10,,Evening
13254,21.0,4.6,Cloudy,Medium,1,Meal,scooter,0.0,No,Metropolitian,35,18,40,22,10,,Afternoon
13255,30.0,5.0,Sunny,Medium,2,Drinks,electric_scooter,1.0,No,Metropolitian,25,18,10,22,10,,Afternoon
13256,23.0,4.7,Sunny,Low,1,Drinks,scooter,1.0,No,Metropolitian,23,23,30,22,10,,Evening
13257,36.0,4.6,Stormy,Low,2,Meal,scooter,1.0,No,Urban,28,10,40,22,10,,Morning
13258,32.0,5.0,Sandstorms,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,42,20,35,22,10,,Evening
13259,34.0,4.8,Cloudy,Low,2,Buffet,scooter,0.0,No,Metropolitian,17,9,35,22,10,,Morning
13260,32.0,4.9,Sunny,Medium,0,Snack,motorcycle,1.0,No,Urban,26,18,55,22,10,,Afternoon
13261,36.0,4.7,Fog,Low,1,Buffet,scooter,1.0,No,Metropolitian,18,23,35,22,10,,Evening
13262,37.0,4.1,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Metropolitian,25,22,20,22,10,,Evening
13263,38.0,4.7,Cloudy,Jam,1,Drinks,scooter,1.0,No,Metropolitian,34,20,45,22,10,,Evening
13264,34.0,4.6,Cloudy,High,0,Meal,motorcycle,1.0,No,Metropolitian,27,12,10,22,10,,Morning
13265,25.0,4.8,Windy,Medium,1,Meal,scooter,0.0,No,Urban,21,18,40,22,10,,Afternoon
13266,29.0,4.7,Sunny,Medium,1,Buffet,scooter,0.0,No,Urban,13,15,30,22,10,,Afternoon
13267,35.0,4.5,Windy,Jam,1,Meal,scooter,0.0,No,Metropolitian,30,20,10,22,10,,Evening
13268,38.0,4.9,Stormy,Low,2,Meal,motorcycle,0.0,No,Metropolitian,15,22,25,22,10,,Evening
13269,31.0,4.9,Sunny,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,24,9,30,22,10,,Morning
13270,26.0,5.0,Fog,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,40,21,35,22,10,,Evening
13271,39.0,4.5,Stormy,Low,0,Snack,motorcycle,0.0,No,Metropolitian,29,22,25,22,10,,Evening
13272,35.0,4.3,Sunny,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,33,20,45,22,10,,Evening
13273,38.0,4.3,Fog,Medium,1,Meal,scooter,1.0,No,Metropolitian,39,17,45,22,10,,Afternoon
13274,30.0,4.8,Windy,Jam,1,Meal,scooter,0.0,No,Metropolitian,28,21,20,22,10,,Evening
13275,27.0,4.9,Sunny,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,29,23,20,22,10,,Evening
13276,25.0,4.7,Fog,Low,2,Buffet,scooter,1.0,No,Metropolitian,14,10,20,22,10,,Morning
13277,27.0,4.3,Sunny,High,0,Buffet,motorcycle,1.0,Yes,Metropolitian,45,14,15,22,10,,Afternoon
13278,24.0,4.7,Windy,Low,1,Drinks,motorcycle,0.0,No,Urban,18,22,25,22,10,,Evening
13279,29.0,4.9,Windy,Medium,1,Buffet,scooter,1.0,No,Metropolitian,29,17,25,22,10,,Afternoon
13280,25.0,4.8,Sandstorms,Low,1,Snack,scooter,1.0,No,Metropolitian,18,23,10,22,10,,Evening
13281,30.0,4.3,Fog,High,0,Buffet,motorcycle,1.0,No,Metropolitian,32,12,35,22,10,,Morning
13282,25.0,4.1,Stormy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,35,17,40,22,10,,Afternoon
13283,24.0,4.6,Cloudy,Medium,2,Drinks,electric_scooter,2.0,No,Metropolitian,35,17,30,22,10,,Afternoon
13284,24.0,4.1,Cloudy,Jam,1,Meal,motorcycle,0.0,No,Metropolitian,41,19,35,22,10,,Evening
13285,30.0,4.7,Sunny,Jam,1,Drinks,motorcycle,0.0,No,Metropolitian,16,19,55,22,10,,Evening
13286,23.0,4.5,Sandstorms,Low,1,Snack,motorcycle,0.0,No,Metropolitian,15,22,10,22,10,,Evening
13287,31.0,4.8,Windy,Low,2,Meal,motorcycle,1.0,No,Urban,26,10,40,22,10,,Morning
13288,21.0,5.0,Sunny,Low,2,Meal,scooter,0.0,No,Urban,18,23,10,22,10,,Evening
13289,20.0,4.9,Fog,High,0,Snack,motorcycle,0.0,No,Metropolitian,26,12,30,22,10,,Morning
13290,25.0,4.5,Sunny,Jam,0,Buffet,motorcycle,0.0,No,Metropolitian,15,19,35,22,10,,Evening
13291,21.0,4.9,Sunny,Low,0,Meal,motorcycle,0.0,No,Metropolitian,19,9,35,22,10,,Morning
13292,37.0,4.0,Cloudy,Jam,2,Buffet,motorcycle,1.0,No,Metropolitian,48,21,35,22,10,,Evening
13293,35.0,4.1,Cloudy,High,1,Drinks,scooter,1.0,No,Metropolitian,39,14,15,22,10,,Afternoon
13294,32.0,3.9,Sandstorms,Jam,2,Drinks,scooter,2.0,No,Metropolitian,36,19,10,22,10,,Evening
13295,20.0,4.7,Fog,Low,2,Meal,motorcycle,0.0,No,Metropolitian,21,22,20,22,10,,Evening
13296,24.0,5.0,Fog,Jam,2,Drinks,motorcycle,2.0,No,Metropolitian,35,21,55,22,10,,Evening
13297,28.0,4.8,Windy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,29,19,40,22,10,,Evening
13298,21.0,4.8,Cloudy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,43,20,25,22,10,,Evening
13299,25.0,4.6,Fog,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,41,20,30,22,10,,Evening
13300,20.0,4.7,Windy,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,17,10,15,22,10,,Morning
13301,30.0,4.8,Windy,Low,2,Drinks,motorcycle,1.0,No,Metropolitian,24,23,45,22,10,,Evening
13302,27.0,4.9,Sandstorms,Low,2,Buffet,electric_scooter,1.0,No,Metropolitian,14,8,25,22,10,,Morning
13303,21.0,5.0,Sunny,Jam,1,Meal,motorcycle,1.0,No,Urban,19,19,10,22,10,,Evening
13304,36.0,4.0,Windy,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,20,10,10,22,10,,Morning
13305,23.0,4.9,Cloudy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,15,10,35,22,10,,Morning
13306,32.0,4.5,Sandstorms,Medium,1,Drinks,motorcycle,0.0,No,Metropolitian,26,18,50,22,10,,Afternoon
13307,29.0,5.0,Sunny,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,29,23,20,22,10,,Evening
13308,32.0,4.7,Windy,Low,1,Snack,scooter,1.0,No,Metropolitian,26,8,30,22,10,,Morning
13309,21.0,5.0,Stormy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,29,20,35,22,10,,Evening
13310,32.0,4.0,Sandstorms,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,32,15,20,22,10,,Afternoon
13311,36.0,4.8,Sandstorms,Low,1,Meal,motorcycle,1.0,No,Metropolitian,21,22,45,22,10,,Evening
13312,24.0,4.9,Cloudy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,46,21,30,22,10,,Evening
13313,29.0,4.5,Sandstorms,Medium,2,Meal,motorcycle,0.0,No,Urban,16,17,15,22,10,,Afternoon
13314,36.0,4.8,Fog,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,30,16,40,22,10,,Afternoon
13315,29.0,4.8,Cloudy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,22,22,35,22,10,,Evening
13316,23.0,4.1,Cloudy,Medium,2,Meal,electric_scooter,1.0,No,Metropolitian,31,17,40,22,10,,Afternoon
13317,23.0,4.8,Sunny,Jam,2,Meal,electric_scooter,1.0,No,Metropolitian,15,19,55,22,10,,Evening
13318,39.0,5.0,Sunny,High,2,Snack,motorcycle,0.0,No,Metropolitian,23,14,10,22,10,,Afternoon
13319,33.0,4.8,Stormy,Medium,2,Meal,scooter,1.0,No,Metropolitian,23,18,20,22,10,,Afternoon
13320,26.0,5.0,Sunny,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,23,23,25,22,10,,Evening
13321,28.0,4.6,Cloudy,Medium,1,Buffet,scooter,0.0,No,Urban,18,17,25,22,10,,Afternoon
13322,24.0,5.0,Sandstorms,Medium,2,Buffet,motorcycle,1.0,No,Metropolitian,22,17,40,22,10,,Afternoon
13323,30.0,5.0,Fog,Jam,0,Buffet,motorcycle,2.0,Yes,Metropolitian,48,20,50,22,10,,Evening
13324,38.0,4.0,Cloudy,Jam,1,Buffet,motorcycle,3.0,No,Semi-Urban,46,20,35,22,10,,Evening
13325,37.0,4.6,Sunny,Medium,2,Meal,scooter,1.0,No,Metropolitian,26,17,35,22,10,,Afternoon
13326,24.0,4.9,Cloudy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,20,22,20,22,10,,Evening
13327,39.0,4.5,Sandstorms,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,26,17,40,22,10,,Afternoon
13328,35.0,4.3,Windy,Jam,2,Snack,scooter,1.0,No,Metropolitian,33,19,10,22,10,,Evening
13329,31.0,4.2,Fog,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,40,22,10,22,10,,Evening
13330,27.0,4.9,Cloudy,Medium,1,Drinks,scooter,1.0,No,Metropolitian,31,17,55,22,10,,Afternoon
13331,29.0,4.6,Sandstorms,High,0,Meal,motorcycle,1.0,No,Metropolitian,22,14,50,22,10,,Afternoon
13332,21.0,4.8,Windy,Medium,1,Buffet,motorcycle,0.0,No,Urban,23,18,25,22,10,,Afternoon
13333,33.0,4.3,Windy,Medium,2,Meal,scooter,1.0,No,Metropolitian,33,18,25,22,10,,Afternoon
13334,37.0,5.0,Sunny,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,29,19,40,22,10,,Evening
13335,35.0,4.6,Fog,Low,0,Meal,motorcycle,1.0,No,Urban,25,9,30,22,10,,Morning
13336,33.0,4.8,Stormy,Jam,1,Snack,scooter,1.0,No,Metropolitian,31,21,15,22,10,,Evening
13337,21.0,4.6,Cloudy,High,0,Meal,motorcycle,0.0,No,Metropolitian,22,12,45,22,10,,Morning
13338,29.0,5.0,Sunny,Medium,2,Snack,motorcycle,0.0,No,Urban,13,17,30,22,10,,Afternoon
13339,31.0,4.9,Cloudy,Low,1,Meal,motorcycle,0.0,No,Metropolitian,19,9,30,22,10,,Morning
13340,35.0,4.5,Sandstorms,Low,2,Drinks,scooter,1.0,No,Urban,27,9,45,22,10,,Morning
13341,22.0,4.0,Cloudy,Jam,2,Buffet,scooter,1.0,No,Metropolitian,33,19,45,22,10,,Evening
13342,20.0,4.8,Fog,Jam,2,Meal,motorcycle,1.0,No,Metropolitian,22,21,20,22,10,,Evening
13343,36.0,4.9,Windy,High,0,Meal,motorcycle,1.0,No,Metropolitian,40,12,15,22,10,,Morning
13344,33.0,4.6,Sunny,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,21,21,10,22,10,,Evening
13345,24.0,3.3,Sunny,Low,1,Buffet,scooter,1.0,No,Metropolitian,42,23,30,22,10,,Evening
13346,22.0,4.6,Sandstorms,Low,1,Meal,scooter,0.0,No,Metropolitian,16,8,45,22,10,,Morning
13347,39.0,4.7,Stormy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,37,19,10,22,10,,Evening
13348,30.0,4.5,Stormy,Jam,1,Drinks,scooter,1.0,No,Metropolitian,26,19,25,22,10,,Evening
13349,21.0,4.8,Sunny,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,30,19,35,22,10,,Evening
13350,37.0,4.8,Sunny,Low,1,Meal,scooter,1.0,No,Metropolitian,11,10,40,22,10,,Morning
13351,37.0,4.7,Sunny,Jam,1,Snack,motorcycle,1.0,No,Urban,22,20,45,22,10,,Evening
13352,37.0,4.7,Sandstorms,Low,2,Snack,electric_scooter,1.0,No,Metropolitian,29,8,10,22,10,,Morning
13353,20.0,5.0,Stormy,Jam,1,Drinks,scooter,1.0,No,Metropolitian,21,19,20,22,10,,Evening
13354,29.0,4.6,Sunny,Medium,2,Buffet,scooter,0.0,No,Metropolitian,13,18,15,22,10,,Afternoon
13355,32.0,4.7,Windy,Jam,2,Meal,motorcycle,1.0,No,Metropolitian,30,19,30,22,10,,Evening
13356,25.0,4.8,Stormy,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,23,15,55,22,10,,Afternoon
13357,33.0,4.0,Fog,Jam,1,Drinks,motorcycle,1.0,No,Urban,40,21,55,22,10,,Evening
13358,25.0,4.5,Stormy,Low,2,Buffet,motorcycle,0.0,No,Metropolitian,13,8,25,22,10,,Morning
13359,37.0,4.7,Sunny,High,2,Snack,scooter,0.0,No,Urban,22,11,15,22,10,,Morning
13360,28.0,4.8,Stormy,Medium,1,Drinks,motorcycle,0.0,No,Metropolitian,19,18,30,22,10,,Afternoon
13361,24.0,4.3,Fog,Medium,2,Drinks,electric_scooter,1.0,No,Urban,32,18,40,22,10,,Afternoon
13362,23.0,4.8,Stormy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,34,21,30,22,10,,Evening
13363,24.0,4.5,Fog,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,24,22,45,22,10,,Evening
13364,30.0,4.5,Sunny,Medium,1,Meal,motorcycle,0.0,No,Metropolitian,16,17,30,22,10,,Afternoon
13365,38.0,4.6,Stormy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,30,16,10,22,10,,Afternoon
13366,33.0,4.7,Windy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,29,15,50,22,10,,Afternoon
13367,26.0,4.7,Stormy,Low,2,Drinks,scooter,1.0,No,Metropolitian,17,9,50,22,10,,Morning
13368,29.0,4.9,Sandstorms,Low,2,Snack,electric_scooter,1.0,No,Metropolitian,19,22,50,22,10,,Evening
13369,23.0,4.5,Stormy,Low,2,Meal,motorcycle,1.0,No,Metropolitian,18,23,10,22,10,,Evening
13370,36.0,4.2,Cloudy,High,0,Drinks,motorcycle,1.0,No,Metropolitian,32,14,45,22,10,,Afternoon
13371,37.0,4.8,Stormy,Medium,0,Snack,motorcycle,2.0,No,Metropolitian,34,18,10,22,10,,Afternoon
13372,29.0,4.6,Stormy,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,24,17,20,22,10,,Afternoon
13373,34.0,3.5,Fog,Low,2,Snack,scooter,2.0,No,Metropolitian,38,22,30,22,10,,Evening
13374,28.0,4.9,Stormy,High,1,Buffet,scooter,1.0,No,Metropolitian,13,11,30,22,10,,Morning
13375,26.0,5.0,Sunny,Jam,2,Buffet,scooter,0.0,No,Urban,13,21,40,22,10,,Evening
13376,24.0,4.8,Fog,Low,2,Snack,scooter,1.0,No,Metropolitian,15,22,10,22,10,,Evening
13377,37.0,5.0,Sandstorms,Jam,0,Buffet,motorcycle,1.0,No,Urban,37,20,55,22,10,,Evening
13378,34.0,4.5,Sunny,Jam,2,Snack,electric_scooter,1.0,No,Metropolitian,18,19,30,22,10,,Evening
13379,30.0,4.9,Windy,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,28,17,30,22,10,,Afternoon
13380,36.0,4.7,Sandstorms,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,30,17,35,22,10,,Afternoon
13381,21.0,4.8,Sandstorms,Medium,1,Drinks,motorcycle,1.0,No,Urban,25,15,15,22,10,,Afternoon
13382,24.0,4.9,Windy,Jam,2,Drinks,scooter,0.0,No,Metropolitian,26,21,20,22,10,,Evening
13383,39.0,4.7,Fog,Low,1,Drinks,scooter,0.0,No,Metropolitian,29,22,30,22,10,,Evening
13384,32.0,4.4,Sandstorms,Jam,0,Meal,motorcycle,0.0,Yes,Metropolitian,54,21,40,22,10,,Evening
13385,36.0,4.8,Stormy,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,23,23,10,22,10,,Evening
13386,39.0,5.0,Sandstorms,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,34,18,35,22,10,,Afternoon
13387,36.0,4.7,Fog,Jam,1,Buffet,scooter,1.0,No,Metropolitian,35,19,20,22,10,,Evening
13388,34.0,4.5,Cloudy,Medium,0,Snack,motorcycle,1.0,No,Urban,25,17,55,22,10,,Afternoon
13389,24.0,4.7,Fog,Medium,1,Drinks,motorcycle,0.0,No,Urban,11,18,20,22,10,,Afternoon
13390,26.0,4.5,Fog,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,23,22,35,22,10,,Evening
13391,21.0,4.9,Sunny,Medium,1,Buffet,scooter,1.0,No,Metropolitian,18,18,55,22,10,,Afternoon
13392,37.0,4.9,Sandstorms,High,2,Buffet,electric_scooter,0.0,No,Metropolitian,27,11,40,22,10,,Morning
13393,26.0,4.8,Cloudy,Low,1,Meal,motorcycle,0.0,No,Metropolitian,25,23,10,22,10,,Evening
13394,39.0,4.1,Sunny,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,38,17,15,22,10,,Afternoon
13395,29.0,4.6,Fog,High,2,Buffet,motorcycle,1.0,No,Metropolitian,28,14,35,22,10,,Afternoon
13396,37.0,4.7,Sunny,Medium,1,Meal,scooter,1.0,No,Metropolitian,19,18,50,22,10,,Afternoon
13397,31.0,4.1,Windy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,34,19,20,22,10,,Evening
13398,39.0,4.4,Fog,Jam,1,Drinks,motorcycle,1.0,Yes,Metropolitian,45,20,25,22,10,,Evening
13399,23.0,4.7,Fog,Jam,1,Meal,motorcycle,0.0,No,Metropolitian,29,21,40,22,10,,Evening
13400,28.0,4.9,Sunny,Low,1,Meal,scooter,1.0,No,Urban,20,8,40,22,10,,Morning
13401,23.0,4.1,Sandstorms,Jam,0,Buffet,motorcycle,2.0,No,Metropolitian,36,19,20,22,10,,Evening
13402,39.0,4.7,Stormy,Jam,0,Meal,motorcycle,1.0,No,Urban,35,20,50,22,10,,Evening
13403,39.0,4.5,Sunny,Jam,2,Meal,electric_scooter,1.0,No,Metropolitian,34,20,40,22,10,,Evening
13404,30.0,4.3,Fog,Jam,1,Snack,scooter,1.0,No,Metropolitian,36,21,15,22,10,,Evening
13405,27.0,4.8,Sunny,Medium,1,Meal,scooter,0.0,No,Metropolitian,19,18,15,22,10,,Afternoon
13406,35.0,4.8,Sandstorms,Jam,1,Drinks,motorcycle,1.0,No,Urban,25,20,55,22,10,,Evening
13407,24.0,4.5,Sandstorms,Jam,1,Buffet,motorcycle,0.0,No,Metropolitian,12,21,55,22,10,,Evening
13408,30.0,4.9,Windy,Medium,1,Drinks,scooter,0.0,No,Metropolitian,28,17,35,22,10,,Afternoon
13409,25.0,4.8,Windy,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,17,8,15,22,10,,Morning
13410,24.0,4.5,Sunny,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,20,20,10,22,10,,Evening
13411,36.0,4.7,Cloudy,Low,2,Buffet,scooter,0.0,No,Urban,16,23,25,22,10,,Evening
13412,37.0,4.2,Cloudy,Low,2,Drinks,motorcycle,1.0,No,Metropolitian,31,23,35,22,10,,Evening
13413,30.0,4.9,Sunny,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,33,21,35,22,10,,Evening
13414,38.0,5.0,Stormy,Low,2,Drinks,motorcycle,0.0,No,Metropolitian,25,23,35,22,10,,Evening
13415,21.0,4.8,Stormy,Low,2,Drinks,motorcycle,0.0,No,Metropolitian,17,23,15,22,10,,Evening
13416,22.0,4.0,Stormy,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,32,18,10,22,10,,Afternoon
13417,30.0,4.2,Cloudy,Medium,2,Meal,motorcycle,0.0,Yes,Urban,39,17,35,22,10,,Afternoon
13418,29.0,4.5,Stormy,Low,1,Snack,motorcycle,0.0,No,Urban,15,9,30,22,10,,Morning
13419,20.0,4.8,Fog,Low,1,Meal,motorcycle,0.0,No,Metropolitian,23,22,15,22,10,,Evening
13420,24.0,4.8,Fog,Low,1,Drinks,scooter,1.0,No,Metropolitian,24,23,20,22,10,,Evening
13421,21.0,4.7,Sandstorms,Jam,1,Drinks,scooter,0.0,No,Metropolitian,20,19,30,22,10,,Evening
13422,29.0,4.5,Fog,Low,2,Buffet,scooter,1.0,No,Metropolitian,24,22,30,22,10,,Evening
13423,20.0,4.9,Stormy,Low,2,Snack,motorcycle,0.0,No,Metropolitian,14,22,30,22,10,,Evening
13424,35.0,4.6,Stormy,Low,2,Snack,motorcycle,0.0,No,Metropolitian,29,22,15,22,10,,Evening
13425,28.0,4.9,Cloudy,Low,1,Drinks,motorcycle,0.0,No,Metropolitian,12,8,30,22,10,,Morning
13426,23.0,4.6,Windy,Low,1,Snack,scooter,0.0,No,Metropolitian,14,22,35,22,10,,Evening
13427,27.0,4.4,Sunny,Jam,0,Buffet,motorcycle,0.0,No,Urban,54,19,45,22,10,,Evening
13428,27.0,4.5,Sandstorms,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,18,22,50,22,10,,Evening
13429,20.0,4.6,Stormy,Jam,2,Buffet,motorcycle,1.0,No,Metropolitian,15,20,50,22,10,,Evening
13430,35.0,4.8,Cloudy,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,33,19,20,22,10,,Evening
13431,38.0,4.8,Windy,Low,1,Meal,scooter,1.0,No,Metropolitian,21,22,30,22,10,,Evening
13432,29.0,4.2,Windy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,32,21,10,22,10,,Evening
13433,34.0,4.9,Stormy,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,28,10,30,22,10,,Morning
13434,22.0,4.7,Windy,Low,1,Buffet,scooter,0.0,No,Metropolitian,14,22,30,22,10,,Evening
13435,39.0,4.7,Stormy,High,1,Drinks,scooter,1.0,No,Metropolitian,27,14,40,22,10,,Afternoon
13436,37.0,4.6,Fog,Medium,1,Drinks,scooter,0.0,No,Metropolitian,44,18,55,22,10,,Afternoon
13437,39.0,4.8,Stormy,Jam,2,Buffet,scooter,1.0,No,Metropolitian,29,20,45,22,10,,Evening
13438,26.0,4.8,Windy,Jam,1,Snack,scooter,1.0,No,Metropolitian,16,21,45,22,10,,Evening
13439,35.0,4.7,Sandstorms,High,2,Drinks,scooter,0.0,No,Urban,25,14,35,22,10,,Afternoon
13440,25.0,4.5,Sandstorms,Medium,2,Drinks,electric_scooter,1.0,No,Metropolitian,22,18,45,22,10,,Afternoon
13441,35.0,4.6,Sunny,Jam,2,Drinks,motorcycle,0.0,No,Metropolitian,16,20,40,22,10,,Evening
13442,30.0,4.9,Sandstorms,Medium,2,Meal,scooter,1.0,No,Urban,25,18,10,22,10,,Afternoon
13443,22.0,4.6,Sunny,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,34,19,40,22,10,,Evening
13444,26.0,4.6,Sandstorms,Medium,0,Meal,motorcycle,0.0,No,Urban,16,15,15,22,10,,Afternoon
13445,32.0,4.6,Windy,Low,1,Snack,motorcycle,1.0,No,Metropolitian,21,22,25,22,10,,Evening
13446,36.0,4.1,Cloudy,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,38,18,35,22,10,,Afternoon
13447,37.0,4.9,Sunny,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,36,17,15,22,10,,Afternoon
13448,27.0,4.7,Cloudy,High,1,Snack,motorcycle,1.0,No,Metropolitian,25,14,15,22,10,,Afternoon
13449,20.0,4.8,Stormy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,25,21,20,22,10,,Evening
13450,21.0,4.9,Sunny,High,2,Buffet,motorcycle,1.0,No,Urban,18,11,15,22,10,,Morning
13451,38.0,5.0,Sunny,High,0,Meal,motorcycle,1.0,No,Metropolitian,20,11,55,22,10,,Morning
13452,33.0,4.6,Sunny,High,0,Buffet,motorcycle,1.0,No,Metropolitian,22,11,40,22,10,,Morning
13453,36.0,4.7,Fog,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,29,20,30,22,10,,Evening
13454,38.0,4.1,Fog,Jam,1,Meal,motorcycle,0.0,No,Metropolitian,40,19,15,22,10,,Evening
13455,27.0,4.6,Sandstorms,Low,2,Meal,scooter,0.0,No,Metropolitian,12,23,40,22,10,,Evening
13456,37.0,4.6,Fog,Jam,1,Buffet,scooter,1.0,No,Metropolitian,37,19,10,22,10,,Evening
13457,23.0,4.7,Windy,Low,1,Meal,scooter,1.0,No,Metropolitian,13,22,15,22,10,,Evening
13458,26.0,4.9,Stormy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,20,18,25,22,10,,Afternoon
13459,35.0,4.9,Sunny,Low,1,Snack,scooter,0.0,No,Urban,16,10,40,22,10,,Morning
13460,37.0,4.3,Cloudy,Low,2,Snack,scooter,1.0,No,Metropolitian,34,22,50,22,10,,Evening
13461,38.0,4.0,Sandstorms,Jam,0,Meal,motorcycle,2.0,No,Metropolitian,46,20,10,22,10,,Evening
13462,28.0,4.7,Fog,High,1,Buffet,motorcycle,1.0,No,Metropolitian,31,11,45,22,10,,Morning
13463,38.0,4.8,Cloudy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,29,18,10,22,10,,Afternoon
13464,33.0,4.8,Sunny,Low,2,Drinks,scooter,1.0,No,Urban,10,8,10,22,10,,Morning
