,ID,Delivery_person_ID,Delivery_person_Age,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Order_Date,Time_Orderd,Time_Order_picked,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),onground_dist
289,0x35a2,CHENRES15DEL02,39,4.6,13.026286,80.275235,13.046286,80.295235,30-03-2022,11:30,11:40,Sandstorms,High,2,Drinks,motorcycle,1,No,Metropolitian,32,22.3
290,0x416f,MYSRES05DEL02,25,4.9,12.323978,76.627961,12.453978,76.757961,6/3/2022,21:45,21:50,Sandstorms,Jam,2,Snack,electric_scooter,0,No,Urban,16,41
291,0xa4f5,COIMBRES03DEL03,34,5,11.025083,77.015393,11.055083,77.045393,5/3/2022,17:25,17:30,Cloudy,Medium,2,Snack,electric_scooter,0,No,Urban,19,6.5
292,0xa4eb,BANGRES01DEL02,22,4.8,12.933284,77.615428,12.953284,77.635428,26-03-2022,9:40,9:45,Sunny,Low,1,Drinks,motorcycle,1,No,Metropolitian,18,5.4
293,0xd4da,KNPRES12DEL01,27,5,26.492106,80.327797,26.562106,80.397797,16-02-2022,20:55,21:05,Windy,Jam,0,Buffet,motorcycle,1,No,Metropolitian,27,20.4
294,0xb59b,MUMRES010DEL01,28,4.5,19.003517,72.82765,19.073517,72.89765,12/3/2022,17:10,17:20,Sunny,Medium,0,Drinks,motorcycle,1,No,Urban,25,15.8
295,0x4f73,COIMBRES20DEL03,32,5,10.994136,76.963303,11.024136,76.993303,1/3/2022,18:25,18:40,Stormy,Medium,2,Drinks,scooter,1,No,Metropolitian,31,6.9
296,0x6a7,RANCHIRES08DEL01,,,23.353783,85.326967,23.463783,85.436967,4/4/2022,,19:45,Fog,Jam,2,Drinks,scooter,1,No,Metropolitian,39,17.8
297,0xadae,HYDRES16DEL01,27,4.6,17.440827,78.393391,17.510827,78.463391,16-03-2022,17:55,0.75,Sunny,Medium,0,Snack,motorcycle,0,No,Metropolitian,20,19.3
298,0xb785,MUMRES01DEL02,35,3.9,19.12663,72.829976,19.20663,72.909976,29-03-2022,19:55,20:10,Windy,Jam,1,Snack,motorcycle,2,No,Metropolitian,38,21.8
299,0x8366,MYSRES08DEL03,22,4.6,12.297954,76.665169,12.327954,76.695169,5/3/2022,0.958333333,23:05,Windy,Low,1,Buffet,motorcycle,1,No,Metropolitian,19,9
300,0xbff2,AURGRES16DEL03,35,4.7,0,0,0.03,0.03,17-02-2022,21:15,21:25,Sunny,Jam,2,Drinks,electric_scooter,1,No,Metropolitian,17,
301,0x8f58,VADRES11DEL01,30,4.6,22.308096,73.167753,22.318096,73.177753,13-03-2022,10:40,10:55,Cloudy,Low,0,Buffet,motorcycle,0,No,Urban,24,3.5
302,0x247c,MYSRES09DEL02,39,4.8,12.323194,76.630583,12.343194,76.650583,13-03-2022,11:20,11:25,Fog,High,2,Drinks,scooter,1,No,Urban,26,5.1
303,0x43b9,HYDRES18DEL03,33,4.8,17.450851,78.379347,17.510851,78.439347,3/4/2022,0.75,18:10,Sandstorms,Medium,2,Meal,motorcycle,1,No,Metropolitian,28,18.5
304,0x9e8a,PUNERES05DEL02,20,4.7,18.543626,73.905101,18.623626,73.985101,23-03-2022,17:10,17:15,Sandstorms,Medium,2,Snack,scooter,1,No,Urban,16,19.5
305,0x47af,VADRES04DEL03,20,4.7,0,0,0.03,0.03,1/3/2022,18:25,18:35,Fog,Medium,2,Buffet,motorcycle,0,No,Urban,17,
306,0x1b40,MYSRES02DEL03,34,4.2,12.304569,76.643622,12.364569,76.703622,13-03-2022,23:10,23:15,Windy,Low,0,Snack,motorcycle,0,No,Urban,24,13.7
307,0xb4fb,MYSRES03DEL01,22,4.7,12.299524,76.64262,12.369524,76.71262,29-03-2022,17:15,17:30,Windy,Medium,0,Meal,motorcycle,,No,Metropolitian,24,18.5
308,0xb50,JAPRES16DEL02,37,4.3,26.849596,75.800512,26.869596,75.820512,15-03-2022,11:55,12:05,Stormy,High,2,Meal,scooter,1,No,Metropolitian,34,6.7
309,0x3376,MUMRES010DEL01,20,4.8,19.003517,72.82765,19.013517,72.83765,9/3/2022,9:30,9:45,Cloudy,Low,1,Snack,motorcycle,1,No,Urban,16,2.6
310,0xbecb,SURRES15DEL02,33,4.9,21.160522,72.771477,21.210522,72.821477,5/4/2022,22:40,22:50,Windy,Low,1,Drinks,motorcycle,1,No,Metropolitian,26,10.8
311,0x4357,INDORES06DEL02,21,5,22.728163,75.884212,22.858163,76.014212,2/4/2022,17:10,17:15,Fog,Medium,1,Drinks,motorcycle,1,No,Metropolitian,25,28.5
312,0x1486,VADRES06DEL01,33,4.6,22.31279,73.170283,22.38279,73.240283,10/3/2022,17:10,17:25,Fog,Medium,0,Meal,motorcycle,2,No,Metropolitian,49,22.7
313,0x5b70,BANGRES04DEL02,24,4.6,12.98041,77.640489,13.06041,77.720489,23-03-2022,18:30,18:40,Windy,Medium,2,Snack,electric_scooter,0,No,Urban,24,17.1
314,0x490e,RANCHIRES12DEL02,36,4.7,0,0,0.02,0.02,13-03-2022,11:50,0.5,Sandstorms,High,2,Meal,scooter,2,No,Metropolitian,32,
315,0x3e21,MUMRES19DEL03,30,4.6,19.131141,72.813074,19.16114,72.843074,7/3/2022,0.791666667,19:10,Sunny,Medium,0,Buffet,motorcycle,1,No,Metropolitian,26,8.1
316,0x26d4,HYDRES05DEL03,32,4.9,17.433809,78.386744,17.523809,78.476744,18-03-2022,23:55,24:10:00,Sandstorms,Low,1,Buffet,scooter,1,No,Metropolitian,24,23.5
317,0xb20f,HYDRES010DEL02,28,4.6,17.428294,78.404423,17.558294,78.534423,31-03-2022,19:45,19:50,Stormy,Jam,2,Drinks,electric_scooter,0,No,Metropolitian,16,30.5
318,0x7ada,JAPRES07DEL02,21,4.7,26.766536,75.837333,26.896536,75.967333,4/4/2022,20:30,20:40,Windy,Jam,2,Drinks,scooter,1,No,Metropolitian,27,37.5
319,0xc4b3,AURGRES12DEL02,39,4.9,19.879631,75.323403,19.899631,75.343403,17-02-2022,11:10,11:15,Fog,High,0,Drinks,motorcycle,1,No,Metropolitian,25,5.3
320,0x2a01,CHENRES15DEL02,32,4.7,13.026286,80.275235,13.046286,80.295235,26-03-2022,0.375,9:10,Cloudy,Low,0,Drinks,motorcycle,0,No,Metropolitian,26,22.3
321,0x6357,MUMRES07DEL03,20,4.5,19.091458,72.827808,19.151458,72.887808,28-03-2022,19:30,19:35,Sandstorms,Jam,1,Buffet,scooter,1,No,Urban,25,16.3
322,0x73c,VADRES12DEL03,,,0,0,0.03,0.03,5/3/2022,,22:40,Fog,Low,0,Meal,motorcycle,1,No,Metropolitian,26,
323,0x9c2a,JAPRES16DEL01,36,5,26.849596,75.800512,26.859596,75.810512,15-03-2022,8:20,8:25,Fog,Low,2,Meal,scooter,1,No,Urban,15,3.8
324,0x31bd,BANGRES09DEL02,28,4.8,12.934179,77.615797,12.954179,77.635797,17-03-2022,0.458333333,11:05,Sunny,Low,1,Buffet,scooter,1,No,Urban,18,6
325,0x970a,PUNERES12DEL02,32,4.5,18.520016,73.830547,18.570016,73.880547,9/3/2022,20:30,20:35,Fog,Jam,0,Buffet,motorcycle,1,No,Metropolitian,30,11.8
326,0x2675,CHENRES19DEL01,39,4.4,12.986047,80.218114,13.096047,80.328114,2/4/2022,19:45,0.833333333,Cloudy,Jam,1,Drinks,scooter,1,No,Metropolitian,46,25.8
327,0xa200,SURRES07DEL01,30,4.7,21.170798,72.790489,21.280798,72.900489,29-03-2022,22:25,22:30,Windy,Low,0,Drinks,motorcycle,1,No,Metropolitian,24,23.3
328,0x9bf9,PUNERES19DEL01,32,4.4,18.563934,73.915367,18.603935,73.955367,5/3/2022,0.666666667,16:05,Sandstorms,Medium,0,Drinks,motorcycle,1,No,Metropolitian,37,13
329,0x555d,INDORES15DEL03,23,4.6,22.760072,75.892574,22.850072,75.982574,29-03-2022,21:30,21:35,Windy,Jam,0,Snack,motorcycle,1,No,Metropolitian,27,22.9
330,0x5bd9,MUMRES01DEL01,21,4.8,19.12663,72.829976,19.16663,72.869976,5/3/2022,15:25,15:35,Windy,Medium,2,Buffet,scooter,1,No,,27,9.3
331,0xb2e9,INDORES17DEL03,31,4.2,22.761226,75.887522,22.821226,75.947522,5/3/2022,17:25,17:35,Windy,Medium,2,Meal,electric_scooter,1,No,Metropolitian,32,15.2
332,0x8633,MUMRES13DEL02,37,4.6,19.178321,72.834715,19.198321,72.854715,13-03-2022,11:45,0.5,Stormy,High,2,Buffet,electric_scooter,1,No,Urban,28,4.9
333,0x4c34,SURRES18DEL02,20,4.5,21.149834,72.778666,21.199834,72.828666,3/3/2022,20:15,20:20,Sandstorms,Jam,0,Drinks,motorcycle,1,No,Metropolitian,29,9.9
334,0xa998,JAPRES14DEL01,28,4.5,26.88842,75.800689,26.89842,75.810689,3/3/2022,10:25,10:35,Sandstorms,Low,0,Snack,motorcycle,1,No,Metropolitian,27,1.8
335,0x5efd,MYSRES08DEL01,22,4.9,12.297954,76.665169,12.307954,76.675169,24-03-2022,8:25,8:30,Cloudy,Low,1,Snack,motorcycle,0,No,Metropolitian,11,3
336,0x8d83,HYDRES19DEL03,20,4.7,17.458998,78.500366,17.518998,78.560366,15-03-2022,17:15,17:20,Cloudy,Medium,1,Buffet,motorcycle,1,No,Urban,13,12.4
337,0x8a06,RANCHIRES010DEL02,34,4.8,23.354422,85.3329,23.484422,85.4629,12/3/2022,22:45,22:50,Windy,Low,1,Buffet,scooter,1,No,Metropolitian,27,22.6
338,0x5a2d,CHENRES09DEL01,38,4.8,13.044694,80.26147,13.084694,80.30147,13-03-2022,12:35,12:40,Windy,High,1,Snack,scooter,1,No,Metropolitian,25,8.6
339,0x4c1,BANGRES13DEL02,,,12.935662,77.61413,13.065662,77.74413,2/3/2022,,24:05:00,,,3,Drinks,scooter,1,No,Metropolitian,26,32.2
340,0x83ea,RANCHIRES01DEL01,32,4.5,23.416792,85.316842,23.456792,85.356842,5/4/2022,12:20,12:25,Cloudy,High,2,Buffet,motorcycle,1,No,Metropolitian,27,10.2
341,0x2185,PUNERES12DEL01,34,4.9,18.520016,73.830547,18.630016,73.940547,2/3/2022,22:55,23:05,Sunny,Low,2,Snack,scooter,1,No,Metropolitian,26,21.4
342,0x12e7,INDORES07DEL03,33,3.9,22.722634,75.886959,22.812634,75.976959,8/3/2022,17:25,17:30,Windy,Medium,2,Meal,electric_scooter,1,No,Metropolitian,32,24
343,0x5956,INDORES19DEL02,34,4.5,22.745536,75.893106,22.765536,75.913106,21-03-2022,10:35,10:45,Windy,Low,1,Meal,motorcycle,1,No,Metropolitian,25,4.5
344,0x7814,VADRES04DEL03,32,4.6,0,0,0.03,0.03,24-03-2022,21:45,0.916666667,Stormy,Jam,2,Meal,motorcycle,1,No,Metropolitian,32,
345,0xcee,BANGRES20DEL01,,,12.972161,77.596014,13.042161,77.666014,20-03-2022,,23:05,Sunny,Low,1,Drinks,scooter,2,Yes,Metropolitian,42,15.4
346,0x5a07,MYSRES02DEL02,34,4.7,12.304569,76.643622,12.354569,76.693622,11/3/2022,19:50,20:05,Sunny,Jam,0,Drinks,motorcycle,1,No,Metropolitian,29,15.1
347,0x340f,SURRES05DEL01,26,4.6,21.175104,72.804342,21.245104,72.874342,10/3/2022,19:30,19:35,Cloudy,Jam,1,Buffet,scooter,0,No,Metropolitian,32,14.7
348,0x8094,BANGRES13DEL02,31,4,12.935662,77.61413,13.015662,77.69413,12/3/2022,23:45,23:55,Cloudy,Low,0,Drinks,motorcycle,1,No,Metropolitian,35,22.8
349,0x3241,SURRES010DEL01,39,4.8,21.17106,72.789292,21.21106,72.829292,19-03-2022,14:50,15:05,Sunny,High,0,Drinks,motorcycle,1,No,Metropolitian,27,9.7
350,0xde16,ALHRES09DEL01,27,4.8,0,0,0.01,0.01,15-02-2022,8:10,8:20,Sunny,Low,1,Meal,motorcycle,0,No,Metropolitian,15,
351,0xa176,HYDRES18DEL02,32,5,17.450851,78.379347,17.500851,78.429347,9/3/2022,21:55,22:10,Cloudy,Jam,2,Buffet,scooter,1,No,Urban,27,11.4
352,0xc8c7,KOLRES03DEL02,32,4.5,22.526461,88.364453,22.576461,88.414453,13-02-2022,17:10,17:15,Stormy,Medium,0,Meal,motorcycle,1,No,Metropolitian,30,10.7
353,0xaa97,RANCHIRES16DEL01,39,4.1,23.371292,85.327872,23.441292,85.397872,27-03-2022,18:40,18:50,Sunny,Medium,0,Snack,motorcycle,1,No,Metropolitian,32,22.9
354,0xa64c,PUNERES12DEL01,36,4.8,18.520016,73.830547,18.530016,73.840547,21-03-2022,10:15,10:20,Stormy,Low,2,Meal,electric_scooter,0,No,Metropolitian,25,2.9
355,0x7df5,BANGRES16DEL03,37,4.1,13.029198,77.570997,13.059198,77.600997,15-03-2022,17:45,0.75,Windy,Medium,0,Buffet,motorcycle,1,No,Metropolitian,38,9.1
356,0x869e,RANCHIRES01DEL03,37,4.8,23.416792,85.316842,23.476792,85.376842,26-03-2022,0.875,21:05,Fog,Jam,1,Meal,scooter,1,No,Metropolitian,26,16.9
357,0x7725,PUNERES12DEL01,38,3.7,18.520016,73.830547,18.630016,73.940547,25-03-2022,20:30,20:40,Stormy,Jam,1,Meal,motorcycle,1,No,Metropolitian,31,21.4
358,0xb6d2,RANCHIRES01DEL02,28,4.7,23.416792,85.316842,23.436792,85.336842,1/3/2022,11:40,11:55,Stormy,High,2,Drinks,scooter,1,No,Metropolitian,28,5.1
359,0x6edb,PUNERES06DEL01,34,3.8,18.546258,73.904337,18.656258,74.014337,10/3/2022,18:40,18:55,Stormy,Medium,1,Meal,scooter,0,No,Metropolitian,31,22.9
360,0xaab4,CHENRES15DEL01,32,4.9,13.026286,80.275235,13.136286,80.385235,27-03-2022,23:15,23:25,Cloudy,Low,1,Buffet,motorcycle,1,No,Metropolitian,29,20.6
361,0xaabd,JAPRES010DEL03,22,4.7,26.921411,75.793604,26.981411,75.853604,11/3/2022,23:35,23:40,Windy,Low,1,Buffet,motorcycle,0,No,Urban,17,11.9
362,0xc873,KOLRES15DEL03,31,4,22.552672,88.352885,22.642672,88.442885,14-02-2022,17:45,17:55,Windy,Medium,0,Drinks,motorcycle,3,Yes,Metropolitian,45,22
363,0x1494,MYSRES15DEL02,27,4,12.352058,76.60665,12.432058,76.68665,29-03-2022,0.791666667,19:15,Sandstorms,Medium,0,Meal,motorcycle,1,No,Metropolitian,34,19.3
364,0x1875,COIMBRES19DEL01,29,4.9,11.022298,76.998349,11.132298,77.108349,20-03-2022,19:35,19:45,Windy,Jam,1,Drinks,scooter,0,No,Metropolitian,24,23.5
365,0x2af5,COIMBRES09DEL03,38,4.8,11.008638,76.984311,11.068638,77.044311,28-03-2022,21:40,21:55,Sandstorms,Jam,0,Meal,motorcycle,3,No,Metropolitian,44,15.4
366,0x97b6,SURRES19DEL02,35,4.8,21.149669,72.772629,21.199669,72.822629,1/4/2022,20:50,21:05,Cloudy,Jam,2,Snack,motorcycle,2,No,Metropolitian,36,10.1
367,0xa56e,BANGRES20DEL03,31,4.9,12.972161,77.596014,13.002161,77.626014,3/4/2022,20:30,20:35,Sunny,Jam,0,Meal,motorcycle,0,No,Metropolitian,28,6.7
368,0xaa3f,CHENRES16DEL03,30,4.3,13.049645,80.242268,13.139645,80.332268,6/3/2022,18:35,18:40,Windy,Medium,1,Drinks,scooter,2,No,Metropolitian,37,19.2
369,0x6226,RANCHIRES12DEL03,24,4.9,0,0,0.06,0.06,3/4/2022,0.75,18:05,Fog,Medium,1,Snack,motorcycle,0,No,Urban,10,
370,0x996b,HYDRES11DEL03,33,4.8,17.430448,78.418213,17.520448,78.508213,10/3/2022,23:15,23:30,Stormy,Low,2,Drinks,motorcycle,0,No,Urban,23,22.5
371,0xc595,DEHRES19DEL01,29,4.6,30.372202,78.077151,30.442202,78.147151,18-02-2022,23:40,23:55,Sandstorms,Low,0,Meal,motorcycle,0,No,Metropolitian,22,36.1
372,0x6bfb,MUMRES15DEL01,38,4.6,19.176269,72.836721,19.216269,72.876721,17-03-2022,12:45,12:55,Stormy,High,2,Snack,scooter,1,No,Metropolitian,26,8.9
373,0x7e1f,RANCHIRES18DEL03,26,4.9,23.351489,85.324253,23.411489,85.384253,13-03-2022,20:15,20:20,Sandstorms,Jam,0,Drinks,motorcycle,1,No,Metropolitian,34,11.9
374,0xb20d,VADRES07DEL01,39,4.8,0,0,0.04,0.04,17-03-2022,15:55,16:10,Sandstorms,Medium,2,Buffet,scooter,0,No,Metropolitian,26,
375,0xa11b,VADRES04DEL01,24,4.5,0,0,0.11,0.11,16-03-2022,23:10,23:15,Fog,Low,0,Snack,motorcycle,,No,Metropolitian,21,
376,0x1db4,PUNERES17DEL03,34,4.2,18.530963,73.828972,18.590963,73.888972,21-03-2022,22:50,0.958333333,Stormy,Low,0,Meal,motorcycle,1,No,Metropolitian,28,12.9
377,0x2258,JAPRES07DEL03,26,4.7,26.766536,75.837333,26.826536,75.897333,9/3/2022,22:45,22:55,Windy,Low,2,Snack,motorcycle,0,No,Metropolitian,14,15.2
378,0x1fd6,INDORES07DEL01,35,4.7,22.722634,75.886959,22.762634,75.926959,3/3/2022,15:10,15:15,Cloudy,Medium,2,Meal,motorcycle,1,No,Metropolitian,17,8.6
379,0x6de1,BANGRES04DEL03,36,4.2,12.98041,77.640489,13.01041,77.670489,1/4/2022,18:30,18:35,Sandstorms,Medium,0,Drinks,motorcycle,1,No,Metropolitian,37,6.7
380,0x8b39,VADRES01DEL01,24,2.6,22.307898,73.167788,22.417898,73.277788,6/4/2022,22:35,22:50,Sunny,Low,1,Drinks,motorcycle,1,Yes,Metropolitian,42,21
381,0x8f8,VADRES18DEL01,,,0,0,0.07,0.07,10/3/2022,,17:55,Sunny,Medium,0,Snack,motorcycle,0,No,Urban,17,
382,0x997b,MUMRES07DEL01,33,4.3,19.091458,72.827808,19.201458,72.937808,2/4/2022,17:20,17:30,Cloudy,Medium,1,Meal,motorcycle,1,No,Metropolitian,34,33.7
383,0xcdb6,AURGRES03DEL01,26,4.6,19.874733,75.353942,19.984733,75.463942,14-02-2022,18:35,18:50,Windy,Medium,1,Buffet,motorcycle,1,No,Metropolitian,25,24.5
384,0x5a7a,CHENRES17DEL01,32,5,13.045479,80.23311,13.155479,80.34311,4/3/2022,19:20,19:35,Windy,Jam,1,Buffet,scooter,1,No,Urban,30,22.5
385,0x6de3,JAPRES20DEL03,37,4.9,26.956431,75.776649,27.046431,75.866649,20-03-2022,19:10,19:25,Fog,Jam,0,Meal,motorcycle,2,No,Metropolitian,48,25
386,0xe27a,KOCRES14DEL02,26,4.9,10.027014,76.308053,10.157014,76.438053,12/2/2022,23:55,1,Stormy,Low,2,Drinks,scooter,1,No,Metropolitian,18,29.1
387,0xab52,COIMBRES09DEL02,31,4.8,11.008638,76.984311,11.138638,77.114311,27-03-2022,23:10,23:15,Stormy,Low,1,Drinks,scooter,0,No,Metropolitian,28,30.6
388,0x4632,CHENRES08DEL03,37,4.6,13.022394,80.242439,13.112394,80.332439,10/3/2022,17:45,17:50,Stormy,Medium,1,Buffet,motorcycle,1,No,Urban,26,20.1
389,0x4b8a,MUMRES08DEL01,26,4.7,19.065838,72.832658,19.175838,72.942658,6/3/2022,21:55,22:10,Sunny,Jam,2,Drinks,scooter,0,No,Urban,16,27.3
390,0x1623,INDORES010DEL03,37,4.8,22.75004,75.902847,22.78004,75.932847,7/3/2022,20:50,20:55,Cloudy,Jam,0,Meal,motorcycle,0,No,Metropolitian,25,7.9
391,0xaa66,RANCHIRES03DEL02,22,4.6,0,0,0.13,0.13,4/4/2022,20:35,20:45,Sunny,Jam,2,Drinks,motorcycle,0,No,Metropolitian,22,
392,0x7ea,SURRES04DEL03,21,4.4,21.173493,72.801953,21.203493,72.831953,3/4/2022,22:25,22:40,Windy,Low,0,Drinks,motorcycle,0,No,Metropolitian,15,6
393,0x4dfa,BANGRES16DEL01,22,4,13.029198,77.570997,13.039198,77.580997,13-03-2022,9:45,9:55,Sandstorms,Low,0,Snack,motorcycle,1,No,Urban,28,3.2
394,0xa667,CHENRES14DEL01,38,4.5,13.026279,80.174568,13.036279,80.184568,28-03-2022,10:20,10:25,Windy,Low,1,Meal,motorcycle,1,No,Urban,20,2.5
395,0x6e9d,CHENRES03DEL01,28,4,13.091809,80.219104,13.131809,80.259104,15-03-2022,13:30,13:45,Stormy,High,0,Buffet,motorcycle,1,No,Metropolitian,32,10.8
396,0x5807,VADRES09DEL02,29,4.7,0,0,0.13,0.13,4/4/2022,20:10,20:15,Sandstorms,Jam,1,Meal,scooter,0,No,Urban,17,
397,0x9a32,VADRES11DEL01,31,4.9,22.308096,73.167753,22.348096,73.207753,28-03-2022,12:15,12:30,Cloudy,High,1,Drinks,motorcycle,1,No,Metropolitian,38,8.5
398,0x917d,SURRES12DEL02,24,4.8,21.183434,72.814492,21.203434,72.834492,1/3/2022,8:45,8:55,Cloudy,Low,2,Snack,scooter,0,No,Metropolitian,14,5.7
399,0x8673,VADRES04DEL01,33,4.8,0,0,0.04,0.04,13-03-2022,15:35,15:50,Windy,Medium,1,Buffet,motorcycle,1,No,Metropolitian,26,
400,0x4ac4,PUNERES11DEL03,26,4.9,18.533811,73.899315,18.623811,73.989315,2/4/2022,19:35,19:40,Sandstorms,Jam,0,Snack,motorcycle,1,No,Metropolitian,30,22.2
401,0x1b6a,RANCHIRES18DEL02,,,23.351489,85.324253,23.431489,85.404253,4/4/2022,,22:35,Windy,Low,1,Meal,scooter,1,No,Metropolitian,28,25.4
402,0x7bd7,COIMBRES14DEL02,20,4.7,11.003681,76.975525,11.053681,77.025525,15-03-2022,19:10,19:25,Cloudy,Jam,1,Snack,scooter,1,No,Metropolitian,29,12.4
403,0x9735,SURRES19DEL02,29,4.8,21.149669,72.772629,21.279669,72.902629,6/4/2022,22:50,22:55,Windy,Low,1,Buffet,scooter,0,No,Urban,12,26.3
404,0x1a54,BANGRES15DEL01,32,4,12.975377,77.696664,13.045377,77.766664,23-03-2022,18:45,18:50,Windy,Medium,0,Buffet,motorcycle,3,Yes,Urban,49,18.3
405,0x819d,VADRES20DEL01,20,4.9,22.311358,73.164798,22.421358,73.274798,25-03-2022,17:25,17:35,Fog,Medium,0,Meal,motorcycle,1,No,Metropolitian,42,21.3
406,0x96f0,CHENRES19DEL01,26,5,12.986047,80.218114,13.056047,80.288114,27-03-2022,0.791666667,19:15,Sandstorms,Medium,2,Meal,electric_scooter,1,No,Urban,24,15.7
407,0x66f1,SURRES09DEL01,38,4.8,21.175975,72.795503,21.285975,72.905503,25-03-2022,0.833333333,20:10,Cloudy,Jam,2,Buffet,motorcycle,1,No,Metropolitian,46,22
408,0xc6e9,GOARES17DEL01,34,4.6,15.496162,73.825364,15.536162,73.865364,17-02-2022,13:50,13:55,Sandstorms,High,2,Meal,electric_scooter,1,No,Urban,27,9.7
409,0xb8aa,JAPRES19DEL02,27,4.5,26.913726,75.75282,26.933726,75.77282,3/4/2022,8:10,8:15,Stormy,Low,1,Snack,motorcycle,0,No,Metropolitian,13,4.1
410,0xc668,KOLRES18DEL01,29,5,22.569367,88.433187,22.639367,88.503187,12/2/2022,20:55,21:10,Windy,Jam,1,Drinks,motorcycle,1,No,Metropolitian,25,20.2
411,0x4c13,SURRES07DEL02,24,4.9,21.170798,72.790489,21.300798,72.920489,4/4/2022,19:20,19:35,Windy,Jam,2,Drinks,motorcycle,1,No,Urban,24,26.4
412,0x824a,INDORES12DEL01,21,4.9,22.74806,75.8934,22.75806,75.9034,5/3/2022,8:30,8:45,Cloudy,Low,1,Buffet,motorcycle,0,No,Metropolitian,12,2
413,0xcb5b,LUDHRES16DEL01,33,4.4,30.895817,75.813112,30.905817,75.823112,13-02-2022,9:25,9:40,Windy,Low,0,Drinks,motorcycle,1,No,Metropolitian,24,2.2
414,0x4cab,RANCHIRES06DEL03,35,4.7,23.357804,85.325146,23.417804,85.385146,1/3/2022,21:30,21:40,Sandstorms,Jam,1,Meal,motorcycle,1,No,Metropolitian,29,12.4
415,0xafc4,COIMBRES16DEL02,35,4.7,11.010375,76.95295,11.090375,77.03295,31-03-2022,23:15,23:20,Stormy,Low,2,Snack,scooter,1,No,Metropolitian,18,17.3
416,0xc003,DEHRES13DEL02,,,-30.366322,-78.070453,30.496322,78.200453,18-02-2022,,22:30,,,3,Snack,scooter,1,No,Metropolitian,20,
417,0x18c0,MYSRES06DEL03,,,12.323994,76.626167,12.353994,76.656167,28-03-2022,,18:10,Stormy,Medium,0,Buffet,motorcycle,0,No,Metropolitian,13,7.8
418,0x1655,MUMRES16DEL01,29,4.8,19.120083,72.907385,19.190083,72.977385,6/4/2022,23:45,23:55,Cloudy,Low,1,Drinks,motorcycle,1,No,Metropolitian,23,14.3
419,0x7573,PUNERES19DEL02,21,4.9,18.563934,73.915367,18.643935,73.995367,23-03-2022,23:30,23:35,Windy,Low,0,Buffet,motorcycle,1,No,Metropolitian,19,20.8
420,0x9201,BANGRES08DEL01,29,4.6,12.906229,77.596791,13.016229,77.706791,4/4/2022,21:45,21:50,Windy,Jam,0,Meal,motorcycle,1,No,Urban,29,27.2
421,0xa940,BANGRES010DEL03,22,4.7,12.933298,77.614293,13.023298,77.704293,20-03-2022,20:15,20:30,Sunny,Jam,0,Snack,motorcycle,0,No,Metropolitian,24,24.9
422,0x604,MYSRES20DEL01,,,12.337978,76.616792,12.377978,76.656792,7/3/2022,,0.541666667,,,1,Drinks,scooter,0,No,Urban,27,11.9
423,0xd6ef,AGRRES01DEL02,24,4.4,27.161661,78.011544,27.241661,78.091544,18-02-2022,20:45,0.875,Cloudy,Jam,2,Meal,scooter,0,No,Metropolitian,40,26.9
424,0xb39b,MYSRES18DEL01,23,4.9,12.337928,76.617889,12.347928,76.627889,11/3/2022,11:35,11:50,Stormy,High,2,Snack,scooter,0,No,Metropolitian,22,3.1
425,0x8ce7,CHENRES010DEL01,27,4.6,13.066762,80.251865,13.076762,80.261865,13-03-2022,11:15,11:20,Windy,High,2,Drinks,scooter,,No,Urban,12,3.3
426,0x9873,COIMBRES20DEL02,33,4.1,10.994136,76.963303,11.074136,77.043303,10/3/2022,18:20,18:25,Sandstorms,Medium,0,Drinks,motorcycle,1,No,Metropolitian,43,18
427,0x29ab,HYDRES16DEL01,35,4.6,17.440827,78.393391,17.550827,78.503391,2/3/2022,18:15,18:30,Windy,Medium,2,Meal,scooter,1,No,Metropolitian,26,28.4
428,0x8198,COIMBRES14DEL03,21,4.7,11.003681,76.975525,11.033681,77.005525,24-03-2022,17:15,17:30,Windy,Medium,1,Buffet,scooter,0,No,Metropolitian,27,7
429,0x7b24,CHENRES11DEL03,39,4.4,13.064181,80.236442,13.154181,80.326442,23-03-2022,22:15,22:25,Fog,Low,0,Meal,motorcycle,2,No,Metropolitian,35,20.9
430,0x92ec,CHENRES010DEL02,34,4.8,13.066762,80.251865,13.116762,80.301865,26-03-2022,22:45,22:50,Windy,Low,2,Drinks,scooter,1,No,Metropolitian,27,12.6
431,0x1aca,SURRES16DEL01,29,4.9,21.160437,72.774209,21.200437,72.814209,15-03-2022,12:10,12:25,Cloudy,High,0,Drinks,motorcycle,1,No,Urban,27,7.7
432,0xa348,MUMRES07DEL02,20,4.7,19.091458,72.827808,19.111458,72.847808,19-03-2022,8:45,8:50,Fog,Low,1,Buffet,scooter,0,No,Metropolitian,17,6.5
433,0xc733,ALHRES11DEL01,20,4.8,0,0,0.07,0.07,12/2/2022,22:35,22:50,Sandstorms,Low,0,Drinks,motorcycle,0,No,Urban,17,
