,Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),Time_Orderd_hour,Time_Orderd_minute,Time_Order_picked_hour,Time_Order_picked_minute,onground_dist
15463,23.0,4.6,Stormy,High,0,Meal,motorcycle,1.0,No,Metropolitian,26,11,25,22,10,
15464,35.0,4.9,Stormy,Medium,1,Buffet,scooter,1.0,No,Metropolitian,29,18,35,22,10,
15465,37.0,4.7,Fog,High,2,Meal,electric_scooter,1.0,No,Metropolitian,31,11,15,22,10,
15466,29.0,4.6,Windy,Jam,2,Buffet,scooter,1.0,No,Metropolitian,20,20,10,22,10,
15467,36.0,4.3,Stormy,Jam,2,Buffet,scooter,1.0,No,Urban,38,20,35,22,10,
15468,25.0,4.9,Windy,Medium,1,Meal,motorcycle,0.0,No,Metropolitian,29,18,50,22,10,
15469,23.0,5.0,Sandstorms,Low,2,Meal,scooter,0.0,No,Metropolitian,18,22,35,22,10,
15470,28.0,4.5,Sandstorms,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,17,21,15,22,10,
15471,34.0,4.8,Sunny,Low,2,Meal,electric_scooter,1.0,No,Urban,23,23,35,22,10,
15472,20.0,4.6,Stormy,High,2,Buffet,electric_scooter,1.0,No,Metropolitian,16,14,35,22,10,
15473,35.0,4.9,Cloudy,Jam,1,Snack,motorcycle,3.0,Yes,Metropolitian,49,19,25,22,10,
15474,21.0,5.0,Cloudy,Jam,2,Snack,scooter,2.0,No,Metropolitian,37,20,10,22,10,
15475,34.0,4.7,Sunny,Low,2,Drinks,scooter,1.0,No,Metropolitian,14,22,55,22,10,
15476,22.0,4.6,Stormy,High,0,Snack,motorcycle,0.0,No,Metropolitian,22,11,25,22,10,
15477,35.0,4.9,Cloudy,Low,1,Drinks,motorcycle,1.0,No,Urban,25,22,40,22,10,
15478,30.0,4.6,Sandstorms,Low,2,Buffet,motorcycle,1.0,No,Urban,23,9,35,22,10,
15479,36.0,4.7,Fog,Low,0,Meal,motorcycle,1.0,No,Metropolitian,42,22,30,22,10,
15480,23.0,4.6,Sunny,High,2,Snack,scooter,0.0,No,Metropolitian,16,12,35,22,10,
15481,39.0,4.7,Stormy,Jam,0,Snack,motorcycle,2.0,Yes,Metropolitian,44,19,50,22,10,
15482,39.0,4.7,Sandstorms,Medium,2,Snack,scooter,1.0,No,Metropolitian,29,16,10,22,10,
15483,31.0,4.7,Fog,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,18,8,25,22,10,
15484,33.0,3.6,Fog,Low,2,Snack,scooter,2.0,No,Metropolitian,38,22,35,22,10,
15485,22.0,4.9,Fog,Jam,2,Meal,scooter,0.0,No,Urban,20,19,45,22,10,
15486,26.0,4.0,Windy,Jam,0,Drinks,motorcycle,2.0,No,Metropolitian,38,19,50,22,10,
15487,23.0,4.9,Sunny,Medium,2,Buffet,motorcycle,1.0,No,Urban,18,18,10,22,10,
15488,34.0,4.5,Cloudy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,47,17,30,22,10,
15489,22.0,4.8,Windy,Jam,1,Meal,scooter,0.0,No,Metropolitian,24,20,20,22,10,
15490,24.0,4.7,Sandstorms,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,26,16,45,22,10,
15491,38.0,4.9,Sandstorms,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,30,18,25,22,10,
15492,29.0,4.5,Windy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,25,10,40,22,10,
15493,23.0,4.7,Stormy,Jam,2,Meal,motorcycle,0.0,No,Metropolitian,21,20,40,22,10,
15494,36.0,5.0,Fog,Medium,2,Meal,electric_scooter,0.0,No,Metropolitian,19,17,30,22,10,
15495,24.0,4.7,Sandstorms,High,0,Buffet,motorcycle,1.0,No,Metropolitian,27,11,35,22,10,
15496,35.0,4.6,Fog,Low,0,Snack,motorcycle,0.0,No,Urban,21,9,45,22,10,
15497,39.0,4.6,Stormy,Jam,2,Buffet,scooter,0.0,No,Metropolitian,30,19,10,22,10,
15498,31.0,4.9,Stormy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,21,23,40,22,10,
15499,38.0,4.8,Cloudy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,30,19,25,22,10,
15500,39.0,4.0,Fog,Jam,2,Buffet,electric_scooter,1.0,No,Metropolitian,37,20,25,22,10,
15501,27.0,4.5,Fog,High,0,Meal,motorcycle,0.0,No,Urban,29,12,20,22,10,
15502,35.0,4.1,Sandstorms,Low,0,Meal,motorcycle,0.0,No,Metropolitian,31,10,30,22,10,
15503,36.0,4.7,Cloudy,Medium,2,Snack,scooter,1.0,No,Metropolitian,38,18,50,22,10,
15504,26.0,4.8,Sunny,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,21,20,35,22,10,
15505,25.0,4.7,Cloudy,Medium,2,Meal,electric_scooter,0.0,No,Metropolitian,13,18,40,22,10,
15506,30.0,4.8,Sandstorms,Medium,2,Snack,scooter,0.0,No,Metropolitian,32,18,15,22,10,
15507,23.0,4.6,Windy,High,1,Meal,scooter,1.0,No,Metropolitian,17,13,30,22,10,
15508,33.0,4.8,Stormy,Low,1,Snack,scooter,0.0,No,Metropolitian,21,22,25,22,10,
15509,26.0,4.5,Windy,Jam,2,Drinks,scooter,1.0,No,Metropolitian,18,19,55,22,10,
15510,34.0,5.0,Sunny,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,30,20,10,22,10,
15511,21.0,4.2,Stormy,High,0,Buffet,motorcycle,1.0,No,Urban,32,11,10,22,10,
15512,34.0,4.9,Sandstorms,Low,2,Drinks,electric_scooter,0.0,No,Metropolitian,22,23,10,22,10,
15513,28.0,4.6,Stormy,Jam,1,Drinks,scooter,1.0,No,Urban,27,19,30,22,10,
15514,25.0,4.8,Sunny,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,30,19,25,22,10,
15515,34.0,4.4,Stormy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,32,19,35,22,10,
15516,39.0,4.7,Stormy,Jam,0,Buffet,motorcycle,3.0,No,Metropolitian,45,20,40,22,10,
15517,36.0,4.7,Fog,Low,2,Drinks,motorcycle,0.0,No,Metropolitian,27,23,25,22,10,
15518,31.0,4.9,Sandstorms,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,35,21,15,22,10,
15519,27.0,4.7,Windy,Low,2,Snack,scooter,0.0,No,Urban,19,8,35,22,10,
15520,38.0,4.7,Fog,Low,1,Snack,motorcycle,0.0,No,Metropolitian,26,23,15,22,10,
15521,35.0,4.0,Sandstorms,High,1,Buffet,motorcycle,1.0,No,Metropolitian,31,13,20,22,10,
15522,23.0,4.8,Fog,Jam,0,Buffet,motorcycle,2.0,No,Metropolitian,48,21,25,22,10,
15523,39.0,4.4,Sandstorms,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,34,17,30,22,10,
15524,30.0,4.6,Sunny,Medium,2,Buffet,electric_scooter,0.0,No,Metropolitian,22,15,25,22,10,
15525,27.0,5.0,Stormy,Low,2,Meal,motorcycle,0.0,No,Metropolitian,17,23,50,22,10,
15526,25.0,4.7,Fog,Low,1,Drinks,motorcycle,0.0,No,Urban,13,9,15,22,10,
15527,32.0,4.8,Sunny,Medium,0,Drinks,motorcycle,1.0,No,Urban,28,17,15,22,10,
15528,36.0,5.0,Sunny,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,36,21,45,22,10,
15529,37.0,4.9,Sandstorms,Low,2,Buffet,scooter,0.0,No,Metropolitian,28,10,25,22,10,
15530,30.0,4.8,Fog,Medium,1,Meal,scooter,0.0,No,Metropolitian,16,17,40,22,10,
15531,31.0,4.6,Windy,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,35,21,40,22,10,
15532,38.0,4.4,Sandstorms,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,20,9,45,22,10,
15533,30.0,4.7,Cloudy,Low,2,Buffet,scooter,1.0,No,Metropolitian,15,23,40,22,10,
15534,23.0,4.7,Sunny,Medium,1,Buffet,scooter,1.0,No,Metropolitian,17,18,30,22,10,
15535,22.0,4.8,Windy,Medium,2,Meal,scooter,1.0,No,Metropolitian,26,18,35,22,10,
15536,26.0,4.6,Fog,Medium,1,Drinks,motorcycle,0.0,No,Urban,15,18,55,22,10,
15537,20.0,5.0,Windy,Low,2,Drinks,electric_scooter,0.0,No,Metropolitian,16,22,15,22,10,
15538,33.0,4.9,Sunny,Low,1,Meal,motorcycle,0.0,No,Urban,14,10,40,22,10,
15539,34.0,4.8,Stormy,Jam,2,Buffet,electric_scooter,0.0,No,Metropolitian,28,19,20,22,10,
15540,26.0,4.7,Stormy,Jam,2,Meal,scooter,1.0,No,Metropolitian,15,19,45,22,10,
15541,27.0,4.0,Fog,Jam,1,Buffet,motorcycle,0.0,No,Metropolitian,34,19,10,22,10,
15542,33.0,4.8,Fog,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,32,15,30,22,10,
15543,34.0,5.0,Windy,Low,1,Buffet,scooter,1.0,No,Urban,29,22,20,22,10,
15544,35.0,4.9,Fog,Medium,2,Buffet,scooter,0.0,No,Urban,18,18,15,22,10,
15545,34.0,4.7,Stormy,Low,0,Meal,motorcycle,0.0,No,Metropolitian,29,23,30,22,10,
15546,24.0,4.7,Sandstorms,Jam,1,Buffet,motorcycle,1.0,No,Urban,22,21,15,22,10,
15547,32.0,4.9,Stormy,Low,1,Meal,motorcycle,1.0,No,Metropolitian,27,23,10,22,10,
15548,26.0,4.1,Fog,Jam,2,Meal,scooter,1.0,No,Metropolitian,36,19,35,22,10,
15549,27.0,4.9,Cloudy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,48,21,50,22,10,
15550,39.0,4.5,Windy,Medium,2,Meal,motorcycle,1.0,No,Metropolitian,31,18,25,22,10,
15551,39.0,4.6,Sunny,Medium,0,Meal,motorcycle,0.0,No,Metropolitian,39,17,35,22,10,
15552,34.0,4.6,Cloudy,Jam,0,Buffet,motorcycle,0.0,Yes,Metropolitian,47,19,25,22,10,
15553,30.0,5.0,Stormy,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,32,18,10,22,10,
15554,21.0,4.6,Stormy,Low,0,Meal,motorcycle,0.0,No,Metropolitian,18,23,10,22,10,
15555,22.0,4.7,Sunny,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,29,21,15,22,10,
15556,31.0,4.6,Windy,Low,2,Snack,scooter,1.0,No,Metropolitian,29,8,20,22,10,
15557,31.0,4.6,Sunny,High,0,Snack,motorcycle,1.0,No,Metropolitian,28,12,30,22,10,
15558,37.0,4.1,Stormy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,42,20,40,22,10,
15559,37.0,4.8,Windy,Low,2,Snack,scooter,0.0,No,Metropolitian,22,22,45,22,10,
15560,32.0,4.6,Fog,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,38,17,55,22,10,
15561,34.0,4.3,Sandstorms,Jam,2,Buffet,scooter,1.0,No,Metropolitian,40,21,30,22,10,
15562,26.0,4.8,Sunny,Low,2,Buffet,scooter,1.0,No,Urban,16,9,40,22,10,
15563,33.0,4.7,Sunny,High,0,Buffet,motorcycle,0.0,No,Urban,22,13,45,22,10,
15564,32.0,4.9,Cloudy,Low,1,Buffet,scooter,1.0,No,Urban,27,23,40,22,10,
15565,32.0,4.6,Sunny,Jam,2,Drinks,motorcycle,0.0,No,Urban,15,20,35,22,10,
15566,23.0,4.7,Cloudy,Jam,1,Buffet,motorcycle,1.0,No,Urban,28,19,40,22,10,
15567,26.0,5.0,Stormy,Low,1,Meal,motorcycle,0.0,No,Metropolitian,16,23,30,22,10,
15568,25.0,4.5,Sandstorms,High,2,Meal,scooter,1.0,No,Metropolitian,26,12,20,22,10,
15569,25.0,4.8,Cloudy,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,30,20,40,22,10,
15570,23.0,4.9,Sandstorms,Medium,1,Meal,scooter,1.0,No,Metropolitian,23,17,10,22,10,
15571,32.0,4.7,Sandstorms,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,27,8,20,22,10,
15572,38.0,4.6,Cloudy,Low,2,Drinks,scooter,1.0,No,Metropolitian,17,8,10,22,10,
15573,39.0,4.9,Windy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,44,21,10,22,10,
15574,32.0,4.8,Sunny,Low,1,Drinks,motorcycle,1.0,No,Urban,17,10,15,22,10,
15575,36.0,4.7,Windy,High,2,Drinks,motorcycle,1.0,No,Urban,34,11,35,22,10,
15576,20.0,4.9,Sunny,Jam,2,Meal,scooter,1.0,No,Metropolitian,12,19,25,22,10,
15577,23.0,4.9,Fog,Jam,1,Buffet,scooter,1.0,No,Metropolitian,24,20,15,22,10,
15578,24.0,4.8,Windy,Medium,1,Snack,scooter,1.0,No,Metropolitian,27,18,25,22,10,
15579,39.0,4.1,Fog,Jam,1,Meal,motorcycle,2.0,No,Metropolitian,45,20,10,22,10,
15580,25.0,4.6,Fog,Medium,1,Drinks,scooter,0.0,No,Urban,12,17,10,22,10,
15581,23.0,5.0,Fog,Low,2,Drinks,scooter,0.0,No,Metropolitian,14,9,25,22,10,
15582,21.0,4.7,Fog,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,40,20,25,22,10,
15583,23.0,4.6,Windy,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,19,19,25,22,10,
15584,32.0,4.9,Sandstorms,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,33,15,55,22,10,
15585,35.0,4.2,Cloudy,High,2,Meal,scooter,1.0,No,Metropolitian,38,13,55,22,10,
15586,37.0,4.9,Sunny,Jam,1,Buffet,scooter,0.0,No,Urban,17,19,40,22,10,
15587,22.0,4.8,Sandstorms,Jam,2,Buffet,scooter,1.0,No,Urban,20,19,30,22,10,
15588,37.0,4.9,Fog,Jam,2,Snack,motorcycle,0.0,No,Metropolitian,39,21,15,22,10,
15589,21.0,4.8,Sandstorms,High,0,Drinks,motorcycle,1.0,No,Metropolitian,27,14,25,22,10,
15590,25.0,4.6,Stormy,Medium,2,Snack,motorcycle,1.0,No,Metropolitian,25,17,30,22,10,
15591,28.0,4.7,Sandstorms,Medium,0,Meal,motorcycle,0.0,No,Metropolitian,20,18,40,22,10,
15592,27.0,4.0,Stormy,Low,0,Drinks,motorcycle,1.0,No,Urban,21,22,40,22,10,
15593,37.0,5.0,Fog,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,42,23,35,22,10,
15594,33.0,4.7,Sunny,Low,2,Drinks,motorcycle,0.0,No,Urban,25,23,10,22,10,
15595,26.0,4.8,Cloudy,Medium,2,Meal,scooter,1.0,No,Metropolitian,29,17,50,22,10,
15596,36.0,4.8,Windy,Medium,1,Snack,scooter,0.0,No,Metropolitian,29,17,15,22,10,
15597,27.0,4.9,Sandstorms,High,0,Snack,motorcycle,1.0,No,Metropolitian,29,11,40,22,10,
15598,24.0,4.8,Sandstorms,Jam,0,Meal,motorcycle,1.0,No,Urban,24,19,20,22,10,
15599,25.0,5.0,Cloudy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,28,21,10,22,10,
15600,34.0,4.8,Windy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,28,22,45,22,10,
15601,23.0,4.6,Sunny,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,18,10,25,22,10,
15602,26.0,4.7,Sandstorms,Low,0,Snack,motorcycle,1.0,No,Urban,15,22,40,22,10,
15603,27.0,4.1,Windy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,17,22,30,22,10,
15604,22.0,4.7,Cloudy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,25,18,15,22,10,
15605,39.0,4.4,Sandstorms,Jam,0,Meal,motorcycle,2.0,No,Metropolitian,43,21,30,22,10,
15606,34.0,4.6,Stormy,Jam,2,Snack,motorcycle,1.0,No,Metropolitian,28,19,55,22,10,
15607,28.0,4.8,Sandstorms,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,26,18,40,22,10,
15608,38.0,4.7,Sunny,Medium,2,Buffet,electric_scooter,0.0,No,Metropolitian,23,17,25,22,10,
15609,26.0,4.6,Windy,Medium,1,Drinks,scooter,0.0,No,Urban,21,17,15,22,10,
15610,32.0,4.6,Fog,Jam,0,Buffet,motorcycle,0.0,No,Metropolitian,40,20,35,22,10,
15611,28.0,4.1,Sandstorms,Low,0,Snack,motorcycle,1.0,No,Metropolitian,24,8,10,22,10,
15612,28.0,4.8,Sandstorms,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,28,18,40,22,10,
15613,24.0,4.3,Stormy,Low,0,Drinks,motorcycle,0.0,No,Urban,16,10,30,22,10,
15614,28.0,4.5,Stormy,Low,1,Snack,scooter,0.0,No,Metropolitian,14,22,15,22,10,
15615,22.0,4.6,Sandstorms,Low,1,Snack,scooter,0.0,No,Metropolitian,14,8,30,22,10,
15616,23.0,4.9,Fog,High,1,Drinks,scooter,0.0,No,Metropolitian,22,11,45,22,10,
15617,39.0,4.7,Sandstorms,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,25,16,25,22,10,
15618,33.0,5.0,Stormy,Low,2,Buffet,motorcycle,1.0,No,Metropolitian,27,10,25,22,10,
15619,39.0,4.0,Cloudy,Jam,1,Snack,motorcycle,2.0,No,Metropolitian,35,20,50,22,10,
15620,30.0,4.3,Fog,Low,0,Drinks,motorcycle,0.0,No,Urban,38,23,40,22,10,
15621,25.0,4.6,Fog,Jam,0,Meal,motorcycle,2.0,No,Metropolitian,37,20,15,22,10,
15622,20.0,4.5,Windy,Jam,2,Meal,scooter,0.0,No,Metropolitian,19,21,45,22,10,
15623,27.0,4.5,Stormy,Low,2,Buffet,scooter,0.0,No,Metropolitian,15,9,10,22,10,
15624,39.0,4.6,Sandstorms,Medium,0,Drinks,motorcycle,3.0,Yes,Metropolitian,48,18,40,22,10,
15625,36.0,4.3,Windy,Medium,2,Drinks,electric_scooter,1.0,No,Metropolitian,33,18,50,22,10,
15626,22.0,4.8,Cloudy,Low,2,Meal,electric_scooter,0.0,No,Urban,11,8,40,22,10,
15627,33.0,5.0,Sunny,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,32,19,55,22,10,
15628,31.0,4.8,Cloudy,Medium,2,Buffet,scooter,1.0,No,Metropolitian,18,18,40,22,10,
15629,35.0,4.4,Sandstorms,Jam,2,Snack,scooter,3.0,No,Metropolitian,43,20,20,22,10,
15630,20.0,4.5,Windy,Medium,1,Drinks,scooter,0.0,No,Metropolitian,20,18,35,22,10,
15631,30.0,5.0,Fog,Jam,1,Meal,scooter,1.0,No,Metropolitian,41,19,15,22,10,
15632,31.0,4.8,Sunny,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,29,9,55,22,10,
15633,20.0,4.8,Stormy,High,1,Meal,scooter,1.0,No,Metropolitian,22,11,50,22,10,
15634,21.0,4.6,Fog,Low,2,Drinks,scooter,0.0,No,Urban,10,9,30,22,10,
15635,37.0,4.8,Stormy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,31,17,30,22,10,
15636,33.0,4.0,Fog,Jam,2,Buffet,scooter,0.0,No,Urban,37,19,10,22,10,
15637,34.0,4.6,Sunny,Medium,1,Drinks,scooter,0.0,No,Metropolitian,19,17,35,22,10,
15638,29.0,4.7,Sandstorms,Low,2,Meal,electric_scooter,1.0,No,Urban,14,10,20,22,10,
15639,23.0,4.5,Stormy,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,17,22,10,22,10,
15640,29.0,4.9,Stormy,Low,2,Snack,scooter,1.0,No,Metropolitian,12,8,40,22,10,
15641,22.0,4.6,Fog,Jam,2,Snack,motorcycle,1.0,No,Metropolitian,30,21,30,22,10,
15642,33.0,4.7,Fog,Medium,1,Meal,motorcycle,0.0,No,Metropolitian,15,18,55,22,10,
15643,22.0,4.6,Windy,Jam,2,Snack,scooter,1.0,No,Metropolitian,21,20,40,22,10,
15644,33.0,4.5,Windy,Low,2,Snack,motorcycle,0.0,No,Metropolitian,24,23,25,22,10,
15645,35.0,4.8,Windy,Jam,1,Meal,motorcycle,0.0,No,Metropolitian,27,21,40,22,10,
15646,20.0,4.9,Stormy,Jam,0,Buffet,motorcycle,0.0,No,Metropolitian,33,19,20,22,10,
15647,35.0,4.4,Stormy,Medium,2,Meal,scooter,0.0,No,Metropolitian,31,17,45,22,10,
15648,36.0,4.7,Fog,High,2,Buffet,electric_scooter,1.0,No,Metropolitian,29,11,20,22,10,
15649,29.0,4.7,Stormy,Medium,2,Meal,scooter,1.0,No,Urban,24,18,25,22,10,
15650,37.0,4.6,Sunny,High,0,Snack,motorcycle,1.0,No,Urban,29,11,20,22,10,
15651,26.0,5.0,Sunny,Jam,2,Drinks,electric_scooter,1.0,No,Metropolitian,13,19,20,22,10,
15652,37.0,4.3,Windy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,39,21,15,22,10,
15653,20.0,4.6,Stormy,Jam,1,Meal,motorcycle,0.0,No,Metropolitian,23,19,40,22,10,
15654,39.0,4.8,Windy,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,34,18,35,22,10,
15655,20.0,4.7,Cloudy,High,0,Meal,motorcycle,1.0,No,Urban,29,11,35,22,10,
15656,36.0,5.0,Cloudy,High,2,Drinks,scooter,2.0,No,Metropolitian,38,13,15,22,10,
15657,30.0,4.8,Cloudy,Medium,2,Snack,scooter,1.0,No,Metropolitian,19,18,30,22,10,
15658,28.0,4.6,Cloudy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,44,17,25,22,10,
15659,35.0,4.9,Sandstorms,Low,2,Drinks,electric_scooter,1.0,No,Metropolitian,22,9,45,22,10,
15660,28.0,4.3,Fog,Jam,1,Drinks,scooter,1.0,No,Metropolitian,34,19,50,22,10,
15661,24.0,4.6,Cloudy,Medium,1,Meal,motorcycle,0.0,No,Metropolitian,36,18,45,22,10,
15662,28.0,4.9,Cloudy,Low,1,Meal,motorcycle,0.0,No,Urban,10,8,15,22,10,
15663,37.0,4.5,Sandstorms,Jam,1,Buffet,scooter,1.0,No,Metropolitian,38,21,20,22,10,
15664,24.0,4.7,Windy,Jam,1,Snack,motorcycle,0.0,No,Metropolitian,15,20,10,22,10,
15665,25.0,4.8,Stormy,Jam,1,Drinks,scooter,0.0,No,Metropolitian,15,19,50,22,10,
15666,27.0,4.9,Sunny,Low,1,Snack,scooter,1.0,No,Metropolitian,15,8,30,22,10,
15667,29.0,4.8,Windy,Medium,1,Buffet,scooter,0.0,No,Metropolitian,26,17,55,22,10,
15668,30.0,4.6,Fog,Low,2,Buffet,scooter,1.0,No,Urban,16,22,15,22,10,
15669,20.0,4.9,Sandstorms,Low,2,Meal,electric_scooter,1.0,No,Urban,19,23,25,22,10,
15670,32.0,4.6,Windy,Jam,2,Snack,motorcycle,1.0,No,Metropolitian,27,21,20,22,10,
15671,28.0,4.7,Fog,Low,0,Buffet,motorcycle,1.0,No,Urban,23,22,50,22,10,
15672,31.0,4.7,Cloudy,Medium,2,Meal,motorcycle,1.0,No,Metropolitian,30,18,10,22,10,
15673,36.0,4.0,Windy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,27,23,35,22,10,
15674,39.0,5.0,Sandstorms,Jam,1,Meal,scooter,0.0,No,Urban,25,20,15,22,10,
15675,24.0,4.7,Windy,Medium,2,Snack,motorcycle,0.0,No,Metropolitian,29,15,30,22,10,
15676,28.0,4.8,Stormy,Jam,2,Buffet,motorcycle,0.0,No,Metropolitian,26,21,40,22,10,
15677,21.0,5.0,Sunny,Jam,2,Meal,motorcycle,0.0,No,Urban,13,20,50,22,10,
15678,30.0,4.9,Stormy,Low,1,Buffet,scooter,1.0,No,Metropolitian,25,22,15,22,10,
15679,20.0,4.7,Windy,Medium,2,Snack,electric_scooter,0.0,No,Metropolitian,20,17,40,22,10,
15680,34.0,5.0,Fog,Jam,0,Meal,motorcycle,0.0,No,Urban,26,21,25,22,10,
15681,26.0,4.5,Sunny,Jam,2,Drinks,scooter,0.0,No,Metropolitian,21,20,15,22,10,
15682,36.0,4.7,Stormy,Jam,2,Meal,scooter,0.0,No,Metropolitian,25,21,25,22,10,
15683,30.0,4.3,Sandstorms,Low,0,Snack,motorcycle,1.0,No,Urban,21,8,10,22,10,
15684,28.0,4.9,Cloudy,Low,2,Drinks,motorcycle,1.0,No,Urban,19,23,40,22,10,
15685,31.0,4.7,Fog,Medium,2,Meal,electric_scooter,2.0,No,Metropolitian,37,17,20,22,10,
15686,20.0,5.0,Fog,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,38,19,45,22,10,
15687,27.0,4.9,Stormy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,15,23,10,22,10,
15688,26.0,4.6,Sunny,Medium,0,Meal,motorcycle,1.0,No,Urban,19,18,10,22,10,
15689,28.0,5.0,Stormy,High,2,Drinks,motorcycle,1.0,No,Metropolitian,25,11,10,22,10,
15690,39.0,4.8,Sunny,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,20,19,15,22,10,
15691,20.0,4.6,Fog,Medium,0,Meal,motorcycle,1.0,No,Urban,28,18,40,22,10,
15692,34.0,4.6,Sandstorms,Low,1,Buffet,motorcycle,0.0,No,Urban,15,22,50,22,10,
15693,38.0,4.4,Cloudy,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,39,21,15,22,10,
15694,39.0,4.7,Sunny,Jam,2,Snack,scooter,1.0,No,Urban,21,20,10,22,10,
15695,34.0,4.6,Cloudy,Medium,1,Meal,motorcycle,0.0,No,Metropolitian,16,18,20,22,10,
15696,34.0,5.0,Stormy,Medium,2,Meal,scooter,1.0,No,Metropolitian,22,18,25,22,10,
15697,35.0,4.7,Sunny,High,2,Meal,scooter,1.0,No,Metropolitian,23,14,20,22,10,
15698,35.0,4.7,Stormy,Jam,2,Drinks,electric_scooter,0.0,No,Metropolitian,26,21,25,22,10,
15699,37.0,4.9,Sandstorms,High,1,Buffet,motorcycle,1.0,No,Metropolitian,33,13,15,22,10,
15700,28.0,4.5,Cloudy,Medium,2,Drinks,electric_scooter,1.0,No,Urban,15,15,45,22,10,
15701,25.0,4.8,Cloudy,Low,2,Snack,electric_scooter,1.0,No,Metropolitian,16,10,45,22,10,
15702,27.0,4.6,Sandstorms,Low,2,Snack,scooter,1.0,No,Metropolitian,16,22,25,22,10,
15703,32.0,4.7,Fog,Low,1,Drinks,scooter,1.0,No,Metropolitian,19,10,45,22,10,
15704,21.0,4.3,Sandstorms,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,32,19,10,22,10,
15705,32.0,4.2,Stormy,Medium,0,Meal,motorcycle,0.0,No,Metropolitian,49,18,55,22,10,
15706,36.0,4.8,Stormy,High,2,Drinks,motorcycle,1.0,No,Metropolitian,30,13,50,22,10,
15707,27.0,4.3,Fog,Jam,1,Buffet,scooter,0.0,No,Metropolitian,35,21,20,22,10,
15708,35.0,4.3,Windy,Jam,1,Snack,scooter,1.0,No,Metropolitian,37,20,25,22,10,
15709,29.0,4.5,Fog,Low,2,Drinks,scooter,1.0,No,Metropolitian,25,23,45,22,10,
15710,37.0,4.7,Sandstorms,Low,1,Snack,scooter,1.0,No,Urban,19,23,30,22,10,
15711,22.0,4.7,Sunny,Low,2,Drinks,scooter,1.0,No,Metropolitian,20,9,25,22,10,
15712,21.0,4.0,Sandstorms,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,18,22,10,22,10,
15713,36.0,4.7,Stormy,Low,1,Snack,scooter,0.0,No,Metropolitian,28,23,40,22,10,
15714,27.0,4.9,Sunny,Low,1,Buffet,motorcycle,1.0,No,Urban,29,23,45,22,10,
