,Delivery_person_Age,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Time_Orderd,Time_Order_picked,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min)
21732,27.0,4.7,12.970324,77.645748,13.020324,77.695748,20:25,20:35,Sunny,Jam,2,Snack,electric_scooter,0.0,No,Metropolitian,10
21733,24.0,5.0,25.449659,81.839744,25.509659,81.899744,21:10,21:25,Stormy,Jam,2,Snack,electric_scooter,0.0,No,Metropolitian,11
21736,23.0,4.6,12.323978,76.627961,12.363978,76.667961,15:30,15:45,Windy,Medium,2,Buffet,scooter,1.0,No,Urban,28
21737,24.0,5.0,10.994136,76.963303,11.084136,77.053303,20:15,20:30,Stormy,Jam,2,Drinks,scooter,0.0,No,Urban,19
21738,38.0,4.8,13.005801,80.250744,13.055801,80.300744,23:30,23:45,Sunny,Low,0,Snack,motorcycle,1.0,No,Urban,23
21739,33.0,4.9,21.175975,72.795503,21.185975,72.805503,11:20,11:25,Sunny,High,2,Drinks,motorcycle,0.0,No,Metropolitian,18
21741,29.0,4.1,30.885915,75.788259,30.895915,75.798259,10:55,11:05,Windy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,21
21742,32.0,4.4,23.359194,85.325447,23.429194,85.395447,20:35,20:45,Sandstorms,Jam,1,Buffet,motorcycle,2.0,No,Metropolitian,38
21743,25.0,4.5,22.514688,88.393294,22.524688,88.403294,09:55,10:10,Sandstorms,Low,2,Meal,electric_scooter,0.0,No,Urban,13
21744,27.0,4.9,22.310329,73.169083,22.440329,73.299083,23:20,23:25,Stormy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,22
21746,24.0,4.9,12.337928,76.617889,12.467928,76.747889,18:10,18:25,Fog,Medium,2,Drinks,scooter,1.0,No,Metropolitian,35
21747,20.0,4.7,18.994237,72.825553,19.054237,72.885553,21:45,21:55,Fog,Jam,2,Snack,motorcycle,0.0,No,Metropolitian,26
21748,30.0,4.9,21.183434,72.814492,21.273434,72.904492,23:20,23:35,Stormy,Low,1,Snack,motorcycle,1.0,No,Metropolitian,21
21749,27.0,4.6,22.745049,75.892471,22.815049,75.962471,23:50,23:55,Windy,Low,0,Snack,motorcycle,0.0,No,Metropolitian,21
21750,22.0,4.7,11.026117,76.944652,11.116117,77.034652,17:40,17:50,Sandstorms,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,23
21751,36.0,4.0,18.994049,72.825203,19.124049,72.955203,18:45,18:50,Cloudy,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,37
21752,27.0,5.0,22.311358,73.164798,22.421358,73.274798,18:15,18:25,Fog,Medium,0,Meal,motorcycle,2.0,No,Metropolitian,34
21757,21.0,4.7,12.979096,77.640625,13.019096,77.680625,16:55,17:05,Fog,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,26
21758,31.0,4.8,23.374878,85.335739,23.504878,85.465739,23:15,23:30,Fog,Low,0,Snack,motorcycle,2.0,No,Metropolitian,36
21760,20.0,4.8,13.029198,77.570997,13.049198,77.590997,11:55,12:10,Stormy,High,0,Meal,motorcycle,0.0,No,Metropolitian,16
21761,22.0,4.6,18.994237,72.825553,19.124237,72.955553,22:35,22:40,Fog,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,24
21762,31.0,4.8,19.176269,72.836721,19.266269,72.926721,23:25,23:30,Stormy,Low,1,Drinks,scooter,1.0,No,Metropolitian,23
21764,27.0,4.8,12.975996,80.221898,12.995996,80.241898,09:20,09:25,Cloudy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,17
21765,22.0,4.7,22.311844,73.165081,22.421844,73.275081,20:25,20:35,Cloudy,Jam,0,Snack,motorcycle,0.0,Yes,Semi-Urban,49
21766,34.0,4.8,12.972793,80.249982,13.042793,80.319982,17:35,17:45,Fog,Medium,1,Snack,scooter,1.0,No,Metropolitian,34
21768,28.0,4.6,12.323978,76.627961,12.333978,76.637961,10:35,10:50,Stormy,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,14
21769,34.0,4.6,11.022477,76.995667,11.092477,77.065667,22:20,22:30,Windy,Low,2,Snack,scooter,1.0,No,Metropolitian,21
21772,29.0,4.7,17.426228,78.407495,17.496228,78.477495,20:20,20:25,Sunny,Jam,1,Drinks,motorcycle,1.0,No,Urban,10
21775,36.0,4.8,22.761226,75.887522,22.801226,75.927522,12:20,12:30,Sandstorms,High,0,Buffet,motorcycle,1.0,No,Urban,32
21776,35.0,4.7,22.722634,75.886959,22.812634,75.976959,17:55,18:10,Stormy,Medium,2,Buffet,motorcycle,1.0,No,Metropolitian,30
21780,36.0,4.9,26.910262,75.783013,26.990262,75.863013,23:15,23:30,Cloudy,Low,0,Drinks,motorcycle,0.0,No,Urban,36
21783,30.0,4.9,19.131141,72.813074,19.181141,72.863074,21:45,21:50,Fog,Jam,2,Snack,scooter,0.0,No,Metropolitian,30
21785,24.0,4.9,23.371292,85.327872,23.381292,85.337872,11:35,11:45,Fog,High,1,Snack,motorcycle,1.0,No,Urban,21
21786,22.0,5.0,12.323194,76.630583,12.403194,76.710583,20:40,20:50,Fog,Jam,2,Buffet,motorcycle,1.0,No,Metropolitian,44
21787,34.0,5.0,11.008638,76.984311,11.028638,77.004311,08:30,08:35,Sunny,Low,0,Snack,motorcycle,1.0,No,Metropolitian,26
21788,25.0,4.7,21.160522,72.771477,21.210522,72.821477,23:35,23:50,Sunny,Low,0,Buffet,motorcycle,1.0,No,Urban,12
21789,34.0,4.9,26.910262,75.783013,26.980262,75.853013,23:25,23:30,Stormy,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,29
21793,21.0,4.8,17.410371,78.437225,17.540371,78.567225,19:25,19:30,Windy,Jam,1,Drinks,scooter,1.0,No,Metropolitian,29
21794,34.0,4.4,11.003681,76.975525,11.113681,77.085525,22:35,22:50,Cloudy,Low,0,Buffet,motorcycle,1.0,Yes,Metropolitian,44
21797,36.0,4.3,26.913987,75.752891,26.943987,75.782891,18:20,18:25,Sandstorms,Medium,2,Buffet,scooter,0.0,No,Urban,31
21799,28.0,4.7,25.449872,81.836167,25.559872,81.946167,19:35,19:45,Cloudy,Jam,0,Drinks,motorcycle,1.0,Yes,Semi-Urban,49
21805,23.0,5.0,19.207222,72.972281,19.317222,73.082281,22:50,22:55,Sandstorms,Low,1,Snack,scooter,1.0,No,Urban,13
21808,30.0,4.4,21.186884,72.793616,21.316884,72.923616,19:55,20:05,Cloudy,Jam,1,Drinks,scooter,0.0,No,Metropolitian,48
21809,28.0,4.0,18.593481,73.785901,18.673481,73.865901,20:45,20:55,Fog,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,34
21812,32.0,4.7,30.892978,75.821847,30.922978,75.851847,19:25,19:30,Sunny,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,22
21813,35.0,4.6,26.463504,80.372929,26.493504,80.402929,19:45,19:55,Sandstorms,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,42
21815,24.0,4.5,18.563934,73.915367,18.613934,73.965367,18:20,18:25,Stormy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,25
21816,31.0,5.0,30.359722,78.067079,30.369722,78.077079,08:15,08:25,Fog,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,25
21817,27.0,4.6,17.428294,78.404423,17.458294,78.434423,22:25,22:40,Fog,Low,2,Drinks,scooter,1.0,No,Urban,17
21818,26.0,4.5,11.022298,76.998349,11.112298,77.088349,19:25,19:35,Sandstorms,Jam,1,Drinks,scooter,0.0,No,Metropolitian,17
21821,27.0,4.7,17.433809,78.386744,17.463809,78.416744,18:10,18:25,Sandstorms,Medium,1,Meal,motorcycle,0.0,No,Metropolitian,28
21822,39.0,4.0,22.761226,75.887522,22.811226,75.937522,19:25,19:30,Cloudy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,33
21823,35.0,4.0,21.170096,72.789122,21.200096,72.819122,19:40,19:55,Sandstorms,Jam,2,Buffet,scooter,1.0,No,Metropolitian,31
21824,32.0,4.7,23.232357,77.429989,23.342357,77.539989,17:25,17:30,Windy,Medium,2,Drinks,motorcycle,0.0,No,Metropolitian,29
21829,39.0,4.0,11.016298,76.972076,11.126298,77.082076,21:20,21:30,Sunny,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,42
21831,30.0,4.6,21.175975,72.795503,21.225975,72.845503,17:35,17:45,Fog,Medium,2,Snack,electric_scooter,0.0,No,Metropolitian,19
21835,32.0,4.3,26.913483,75.803139,27.043483,75.933139,19:10,19:15,Windy,Jam,0,Snack,motorcycle,1.0,Yes,Semi-Urban,54
21836,23.0,4.9,21.149834,72.778666,21.209834,72.838666,22:30,22:35,Stormy,Low,2,Snack,scooter,0.0,No,Metropolitian,16
21839,27.0,4.6,30.342509,78.061187,30.422509,78.141187,17:30,17:40,Sunny,Medium,2,Meal,scooter,0.0,No,Urban,15
21840,29.0,2.8,10.994136,76.963303,11.084136,77.053303,22:30,22:45,Sunny,Low,2,Meal,scooter,1.0,No,Metropolitian,31
21842,30.0,5.0,18.994049,72.825203,19.004049,72.835203,09:35,09:40,Fog,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,23
21844,33.0,4.4,11.016298,76.972076,11.076298,77.032076,21:40,21:55,Fog,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,32
21847,20.0,4.9,11.026117,76.944652,11.106117,77.024652,23:35,23:40,Sunny,Low,0,Meal,motorcycle,1.0,No,Metropolitian,27
21854,35.0,4.5,23.374878,85.335739,23.384878,85.345739,08:10,08:15,Cloudy,Low,2,Drinks,motorcycle,1.0,No,Metropolitian,17
21861,25.0,4.6,23.359194,85.325447,23.379194,85.345447,10:15,10:30,Cloudy,Low,0,Buffet,motorcycle,1.0,No,Urban,19
21862,29.0,5.0,26.910262,75.783013,27.050262,75.923013,20:10,20:20,Cloudy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,35
21863,29.0,4.7,26.905287,75.794592,26.925287,75.814592,10:35,10:45,Fog,Low,0,Snack,motorcycle,0.0,No,Urban,15
21864,38.0,5.0,22.310329,73.169083,22.360329,73.219083,21:25,21:40,Sunny,Jam,1,Drinks,motorcycle,1.0,No,Urban,15
21865,24.0,4.9,21.173493,72.801953,21.233493,72.861953,19:15,19:30,Sandstorms,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,19
21867,26.0,4.1,22.311844,73.165081,22.321844,73.175081,10:35,10:50,Windy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,29
21868,31.0,4.9,17.440827,78.393391,17.470827,78.423391,18:20,18:30,Sunny,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,23
21872,20.0,4.9,18.533811,73.899315,18.573811,73.939315,15:35,15:50,Cloudy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,23
21874,37.0,4.6,23.214459,77.434976,23.254459,77.474976,15:15,15:30,Stormy,Medium,2,Buffet,scooter,1.0,No,Metropolitian,26
21876,25.0,4.8,17.426228,78.407495,17.486228,78.467495,20:55,21:05,Sandstorms,Jam,2,Meal,electric_scooter,0.0,No,Metropolitian,13
21877,32.0,4.8,12.310972,76.659264,12.360972,76.709264,18:15,18:25,Windy,Medium,2,Buffet,electric_scooter,1.0,No,Metropolitian,26
21878,28.0,4.3,26.766536,75.837333,26.836536,75.907333,20:45,20:50,Fog,Jam,2,Drinks,scooter,1.0,No,Metropolitian,41
21880,26.0,4.9,22.745049,75.892471,22.795049,75.942471,17:55,18:10,Sandstorms,Medium,2,Meal,scooter,1.0,No,Urban,27
21881,39.0,4.8,12.939496,77.625999,12.969496,77.655999,18:40,18:55,Stormy,Medium,2,Drinks,electric_scooter,1.0,No,Urban,25
21884,35.0,3.8,22.553227,88.353273,22.623227,88.423273,20:35,20:50,Stormy,Jam,1,Meal,motorcycle,0.0,No,Metropolitian,42
21885,36.0,4.6,18.539299,73.897902,18.589299,73.947902,17:35,17:50,Cloudy,Medium,0,Meal,motorcycle,0.0,No,Metropolitian,27
21886,39.0,4.2,12.304569,76.643622,12.324569,76.663622,11:30,11:40,Stormy,High,2,Meal,electric_scooter,1.0,No,Urban,32
21888,28.0,4.8,18.994049,72.825203,19.014049,72.845203,11:20,11:35,Sunny,High,2,Meal,electric_scooter,1.0,No,Metropolitian,19
21890,25.0,4.2,25.457116,81.859682,25.587116,81.989682,17:50,18:05,Sandstorms,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,32
21891,30.0,4.6,21.149834,72.778666,21.189834,72.818666,13:10,13:20,Sunny,High,2,Buffet,electric_scooter,1.0,No,Metropolitian,23
21892,27.0,4.9,21.160437,72.774209,21.230437,72.844209,23:45,23:55,Sunny,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,21
21893,26.0,4.3,12.337978,76.616792,12.447978,76.726792,18:35,18:40,Fog,Medium,2,Meal,electric_scooter,1.0,No,Metropolitian,33
21894,34.0,4.3,21.160437,72.774209,21.250437,72.864209,19:45,19:50,Sandstorms,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,52
21896,29.0,4.5,25.443994,81.860187,25.463994,81.880187,09:45,09:55,Fog,Low,2,Drinks,motorcycle,0.0,No,Urban,11
21901,26.0,4.5,12.906229,77.596791,12.916229,77.606791,08:20,08:35,Fog,Low,1,Meal,motorcycle,1.0,No,Metropolitian,17
21902,36.0,4.1,12.337978,76.616792,12.417978,76.696792,21:35,21:40,Cloudy,Jam,2,Drinks,electric_scooter,1.0,No,Metropolitian,43
21905,26.0,4.6,17.424114,78.347554,17.444114,78.367554,11:30,11:40,Sandstorms,High,1,Meal,scooter,0.0,No,Metropolitian,20
21906,32.0,4.6,26.766536,75.837333,26.816536,75.887333,20:40,20:50,Windy,Jam,2,Snack,electric_scooter,0.0,No,Metropolitian,28
21907,39.0,4.9,13.066762,80.251865,13.126762,80.311865,23:15,23:20,Stormy,Low,1,Buffet,scooter,0.0,No,Metropolitian,20
21909,39.0,4.9,23.214294,77.435361,23.274294,77.495361,20:40,20:55,Sunny,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,24
21910,34.0,4.9,10.003064,76.307589,10.013064,76.317589,11:50,12:05,Stormy,High,0,Snack,motorcycle,2.0,No,Metropolitian,42
21911,35.0,4.1,11.003669,76.976494,11.133669,77.106494,19:20,19:25,Stormy,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,42
21913,38.0,4.9,23.351058,85.325731,23.481058,85.455731,20:45,20:55,Fog,Jam,0,Buffet,motorcycle,2.0,No,Metropolitian,44
21914,29.0,4.8,22.728163,75.884212,22.758163,75.914212,18:30,18:45,Stormy,Medium,2,Meal,motorcycle,1.0,No,Metropolitian,23
21916,35.0,4.5,26.482419,80.320939,26.492419,80.330939,09:15,09:20,Fog,Low,1,Buffet,scooter,1.0,No,Metropolitian,18
21917,34.0,4.6,12.979166,77.640709,13.039166,77.700709,21:15,21:30,Windy,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,30
21918,38.0,4.3,21.149669,72.772629,21.279669,72.902629,21:35,21:40,Stormy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,49
21920,21.0,5.0,11.025083,77.015393,11.085083,77.075393,18:20,18:30,Fog,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,28
21921,31.0,4.8,21.186438,72.794115,21.216438,72.824115,21:15,21:30,Windy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,30
21923,25.0,4.7,13.027018,80.254791,13.117018,80.344791,20:35,20:50,Sandstorms,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,39
21926,22.0,4.8,22.311603,73.165012,22.341603,73.195012,22:45,22:55,Cloudy,Low,0,Drinks,motorcycle,1.0,No,Urban,19
21929,33.0,4.2,21.186608,72.794136,21.216608,72.824136,23:20,23:35,Windy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,31
21930,25.0,5.0,22.310329,73.169083,22.340329,73.199083,17:25,17:40,Windy,Medium,2,Buffet,scooter,0.0,No,Metropolitian,25
21931,26.0,4.9,15.157944,73.950889,15.207944,74.000889,17:55,18:10,Windy,Medium,2,Buffet,scooter,1.0,No,Metropolitian,22
21934,34.0,4.9,22.744648,75.894377,22.834648,75.984377,18:25,18:40,Stormy,Medium,1,Drinks,scooter,1.0,No,Metropolitian,22
21937,34.0,3.5,25.449659,81.839744,25.539659,81.929744,20:10,20:15,Sandstorms,Jam,1,Buffet,motorcycle,2.0,No,Metropolitian,41
21938,29.0,4.7,21.175104,72.804342,21.225104,72.854342,23:15,23:30,Cloudy,Low,2,Buffet,electric_scooter,1.0,No,Urban,15
21939,39.0,4.0,21.173343,72.792731,21.283343,72.902731,18:45,18:50,Sandstorms,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,41
21940,26.0,4.7,17.450851,78.379347,17.460851,78.389347,11:40,11:55,Windy,High,0,Meal,motorcycle,1.0,No,Metropolitian,29
21942,30.0,4.9,13.027018,80.254791,13.137018,80.364791,22:30,22:45,Windy,Low,0,Snack,motorcycle,1.0,No,Urban,27
21943,38.0,4.3,10.035573,76.336958,10.165573,76.466958,20:45,20:50,Sandstorms,Jam,2,Drinks,electric_scooter,2.0,No,Metropolitian,36
21944,29.0,4.5,22.308096,73.167753,22.388096,73.247753,21:30,21:35,Fog,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,40
21946,28.0,4.7,22.753659,75.903365,22.803659,75.953365,21:40,21:50,Stormy,Jam,2,Drinks,motorcycle,1.0,No,Urban,23
21947,23.0,4.6,13.086438,80.220672,13.106438,80.240672,09:50,10:05,Fog,Low,2,Buffet,scooter,1.0,No,Metropolitian,10
21948,33.0,4.1,12.978453,77.643685,13.108453,77.773685,17:15,17:20,Cloudy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,38
21949,31.0,4.3,22.722634,75.886959,22.852634,76.016959,19:40,19:50,Stormy,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,46
21950,37.0,4.3,19.091458,72.827808,19.111458,72.847808,08:25,08:40,Stormy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,25
21953,28.0,4.9,19.176269,72.836721,19.246269,72.906721,17:10,17:20,Cloudy,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,35
21954,39.0,4.2,26.492106,80.327797,26.512106,80.347797,09:40,09:45,Stormy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,33
21956,36.0,4.8,22.760072,75.892574,22.800072,75.932574,13:30,13:45,Sunny,High,0,Drinks,motorcycle,0.0,No,Metropolitian,21
21958,37.0,5.0,12.323194,76.630583,12.383194,76.690583,17:25,17:30,Cloudy,Medium,0,Meal,motorcycle,0.0,No,Metropolitian,25
21959,27.0,4.8,22.310329,73.169083,22.440329,73.299083,20:40,20:50,Sandstorms,Jam,2,Drinks,scooter,1.0,No,Urban,29
21961,34.0,4.0,25.457116,81.859682,25.547116,81.949682,19:35,19:50,Fog,Jam,2,Buffet,scooter,0.0,Yes,Metropolitian,49
21963,24.0,5.0,13.026279,80.174568,13.056279,80.204568,18:10,18:20,Sunny,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,16
21965,37.0,4.7,26.902908,75.792934,26.972908,75.862934,21:30,21:35,Sunny,Jam,2,Meal,electric_scooter,1.0,No,Metropolitian,24
21966,36.0,4.7,12.934365,77.616155,13.004365,77.686155,18:45,18:50,Sunny,Medium,2,Drinks,scooter,1.0,No,Metropolitian,27
21968,20.0,4.7,13.029198,77.570997,13.079198,77.620997,23:40,23:55,Cloudy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,23
21969,36.0,4.7,11.025083,77.015393,11.135083,77.125393,22:45,22:55,Sunny,Low,1,Drinks,scooter,1.0,No,Metropolitian,19
21972,37.0,4.6,13.058616,80.264151,13.188616,80.394151,20:50,21:05,Sunny,Jam,2,Meal,electric_scooter,1.0,No,Metropolitian,16
21974,20.0,4.9,22.311844,73.165081,22.331844,73.185081,09:35,09:40,Fog,Low,2,Drinks,scooter,0.0,No,Urban,10
21975,39.0,3.5,13.054347,80.257221,13.124347,80.327221,17:15,17:30,Sandstorms,Medium,1,Buffet,scooter,1.0,No,Urban,37
21976,37.0,5.0,26.902908,75.792934,26.932908,75.822934,20:25,20:40,Sandstorms,Jam,1,Meal,scooter,1.0,No,Urban,25
21978,32.0,4.7,13.026286,80.275235,13.156286,80.405235,22:35,22:45,Cloudy,Low,1,Meal,scooter,0.0,No,Metropolitian,28
21979,38.0,4.6,23.353783,85.326967,23.393783,85.366967,13:25,13:35,Windy,High,1,Snack,motorcycle,1.0,No,Metropolitian,26
21982,35.0,4.1,18.546258,73.904337,18.636258,73.994337,21:20,21:30,Windy,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,46
21984,31.0,4.9,12.975996,80.221898,13.105996,80.351898,21:40,21:45,Cloudy,Jam,0,Drinks,motorcycle,2.0,No,Metropolitian,46
21985,32.0,4.6,21.149569,72.772697,21.189569,72.812697,13:30,13:35,Stormy,High,2,Meal,electric_scooter,0.0,No,Metropolitian,29
21986,37.0,4.9,22.311358,73.164798,22.371358,73.224798,21:10,21:25,Sunny,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,15
21987,38.0,4.1,13.091809,80.219104,13.181809,80.309104,21:25,21:40,Fog,Jam,2,Drinks,motorcycle,1.0,No,Metropolitian,42
21990,21.0,4.4,19.120083,72.907385,19.170083,72.957385,19:25,19:35,Windy,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,36
21994,24.0,4.7,19.131141,72.813074,19.221141,72.903074,18:15,18:25,Stormy,Medium,2,Buffet,scooter,0.0,No,Metropolitian,16
21996,35.0,4.8,21.175975,72.795503,21.255975,72.875503,19:40,19:55,Fog,Jam,0,Buffet,motorcycle,3.0,No,Metropolitian,46
21997,24.0,3.9,30.893384,75.821202,30.923384,75.851202,21:15,21:25,Sunny,Jam,0,Snack,motorcycle,0.0,Yes,Metropolitian,40
21999,32.0,4.4,13.058616,80.264151,13.118616,80.324151,19:20,19:35,Cloudy,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,34
22000,34.0,4.0,11.025083,77.015393,11.115083,77.105393,18:40,18:55,Fog,Medium,1,Buffet,scooter,1.0,No,Metropolitian,38
22001,23.0,4.6,30.361281,78.068022,30.411281,78.118022,18:15,18:20,Cloudy,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,18
22004,28.0,4.8,18.536562,73.896485,18.596562,73.956485,20:25,20:40,Fog,Jam,1,Snack,motorcycle,1.0,No,Urban,25
22005,32.0,4.6,26.911378,75.789034,27.041378,75.919034,22:40,22:45,Cloudy,Low,1,Meal,motorcycle,0.0,No,Urban,27
22009,31.0,4.8,22.722634,75.886959,22.752634,75.916959,19:45,19:50,Stormy,Jam,1,Snack,scooter,0.0,No,Metropolitian,28
22010,31.0,4.8,18.994237,72.825553,19.024237,72.855553,19:45,19:50,Cloudy,Jam,1,Meal,scooter,1.0,No,Metropolitian,32
22011,24.0,4.7,22.310526,73.170937,22.320526,73.180937,08:50,08:55,Sunny,Low,0,Snack,motorcycle,0.0,No,Metropolitian,17
22012,31.0,4.7,12.972793,80.249982,13.082793,80.359982,22:20,22:25,Sandstorms,Low,1,Buffet,motorcycle,0.0,No,Urban,28
22013,20.0,4.1,18.563934,73.915367,18.613934,73.965367,22:20,22:35,Windy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,19
22014,37.0,4.9,19.055831,72.833984,19.065831,72.843984,08:55,09:10,Stormy,Low,1,Snack,scooter,0.0,No,Urban,21
22016,39.0,4.7,11.022298,76.998349,11.112298,77.088349,20:20,20:30,Stormy,Jam,0,Meal,motorcycle,2.0,No,Metropolitian,42
22020,38.0,4.7,23.232357,77.429989,23.252357,77.449989,10:40,10:55,Windy,Low,2,Snack,motorcycle,0.0,No,Metropolitian,24
22021,28.0,4.5,30.899992,75.831338,31.029992,75.961338,23:30,23:40,Fog,Low,0,Snack,motorcycle,0.0,No,Urban,23
22022,38.0,4.6,12.304569,76.643622,12.334569,76.673622,19:25,19:40,Sandstorms,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,32
22023,34.0,4.9,17.431668,78.408321,17.491668,78.468321,18:20,18:30,Sandstorms,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,25
22024,35.0,4.7,10.994136,76.963303,11.044136,77.013303,17:40,17:45,Fog,Medium,1,Buffet,scooter,1.0,No,Urban,18
22025,25.0,4.7,22.310237,73.158921,22.340237,73.188921,22:10,22:20,Stormy,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,15
22028,35.0,4.6,11.022169,76.999594,11.132169,77.109594,20:35,20:40,Windy,Jam,2,Drinks,scooter,1.0,No,Metropolitian,29
22033,35.0,4.7,13.058616,80.264151,13.078616,80.284151,11:55,12:10,Cloudy,High,0,Buffet,motorcycle,1.0,No,Metropolitian,34
22034,24.0,4.8,27.161694,78.034714,27.171694,78.044714,08:20,08:35,Fog,Low,0,Snack,motorcycle,1.0,No,Metropolitian,21
22035,28.0,4.2,19.876428,75.364792,19.986428,75.474792,17:35,17:40,Stormy,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,38
22036,35.0,4.1,13.091809,80.219104,13.111809,80.239104,09:35,09:45,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Metropolitian,29
22037,35.0,4.7,13.049645,80.242268,13.089645,80.282268,12:20,12:35,Sunny,High,2,Buffet,scooter,1.0,No,Urban,23
22039,25.0,4.1,22.728163,75.884212,22.818163,75.974212,21:35,21:40,Fog,Jam,1,Buffet,motorcycle,1.0,No,Urban,41
22040,35.0,4.7,11.001753,76.986241,11.031753,77.016241,23:40,23:50,Fog,Low,2,Snack,scooter,1.0,No,Urban,18
22041,30.0,4.8,17.458998,78.500366,17.488998,78.530366,18:25,18:35,Windy,Medium,2,Snack,motorcycle,0.0,No,Metropolitian,25
22042,28.0,4.1,18.530963,73.828972,18.550963,73.848972,08:45,08:50,Windy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,27
22043,20.0,4.9,17.429585,78.392621,17.479585,78.442621,21:10,21:20,Sandstorms,Jam,1,Drinks,scooter,1.0,No,Metropolitian,12
22045,25.0,4.7,18.543626,73.905101,18.613626,73.975101,17:10,17:25,Cloudy,Medium,1,Meal,motorcycle,2.0,No,Metropolitian,38
22046,25.0,5.0,11.022169,76.999594,11.152169,77.129594,18:30,18:40,Cloudy,Medium,0,Meal,motorcycle,2.0,No,Urban,41
22048,25.0,4.8,22.307898,73.167788,22.317898,73.177788,09:25,09:30,Sunny,Low,0,Snack,motorcycle,0.0,No,Urban,10
22049,35.0,4.9,13.066762,80.251865,13.176762,80.361865,22:15,22:25,Stormy,Low,2,Buffet,scooter,1.0,No,Metropolitian,26
22050,26.0,4.8,12.970221,77.645396,13.000221,77.675396,18:45,18:55,Sandstorms,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,16
22052,31.0,4.8,17.426228,78.407495,17.516228,78.497495,17:15,17:25,Sandstorms,Medium,2,Meal,scooter,1.0,No,Metropolitian,22
22054,28.0,4.8,26.913483,75.803139,26.993483,75.883139,23:30,23:40,Windy,Low,0,Buffet,motorcycle,1.0,No,Urban,23
22057,25.0,4.8,26.910262,75.783013,26.930262,75.803013,11:55,12:10,Stormy,High,1,Buffet,scooter,1.0,No,Metropolitian,22
22058,35.0,4.9,17.483216,78.552111,17.543216,78.612111,19:50,19:55,Cloudy,Jam,2,Meal,scooter,1.0,No,Metropolitian,29
22059,34.0,4.9,18.520016,73.830547,18.560016,73.870547,14:35,14:45,Sunny,High,0,Buffet,motorcycle,0.0,No,Metropolitian,20
